#Accession	No_orfs	Coverage	Abundance	Name	Description
PF00044.24	1	0.980198	2.6e-05	Gp_dh_N	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain
PF00045.19	27	21.666666	0.000596	Hemopexin	Hemopexin
PF00046.29	107	90.45614	0.002488	Homeodomain	Homeodomain
PF00047.25	27	12.551724	0.000345	ig	Immunoglobulin domain
PF00050.21	6	1.836734	5e-05	Kazal_1	Kazal-type serine protease inhibitor domain
PF00051.18	165	130.911392	0.003601	Kringle	Kringle domain
PF00052.18	12	8.059259	0.000221	Laminin_B	Laminin B (Domain IV)
PF00053.24	223	175.55102	0.004829	Laminin_EGF	Laminin EGF domain
PF00054.23	11	9.0229	0.000248	Laminin_G_1	Laminin G domain
PF00055.17	18	9.081196	0.000249	Laminin_N	Laminin N-terminal (Domain VI)
PF00056.23	6	5.468085	0.00015	Ldh_1_N	lactate/malate dehydrogenase, NAD binding domain
PF00057.18	394	339.648648	0.009343	Ldl_recept_a	Low-density lipoprotein receptor domain class A
PF00058.17	311	228.45238	0.006284	Ldl_recept_b	Low-density lipoprotein receptor repeat class B
PF00059.21	305	214.916666	0.005912	Lectin_C	Lectin C-type domain
PF00060.26	34	24.134228	0.000663	Lig_chan	Ligand-gated ion channel
PF00061.23	18	8.118055	0.000223	Lipocalin	Lipocalin / cytosolic fatty-acid binding protein family
PF00063.21	39	15.437223	0.000424	Myosin_head	Myosin head (motor domain)
PF00066.17	15	10.722222	0.000294	Notch	LNR domain
PF00067.22	95	49.045356	0.001349	p450	Cytochrome P450
PF00069.25	302	190.780303	0.005248	Pkinase	Protein kinase domain
PF00070.27	1	0.209876	5e-06	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase
PF00071.22	102	78.518518	0.002159	Ras	Ras family
PF00072.24	1	0.803571	2.2e-05	Response_reg	Response regulator receiver domain
PF00075.24	13	6.314685	0.000173	RNase_H	RNase H
PF00076.22	217	181.928571	0.005004	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF00078.27	148	70.761261	0.001946	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)
PF00079.20	2	1.994609	5.4e-05	Serpin	Serpin (serine protease inhibitor)
PF00080.20	5	3.556338	9.7e-05	Sod_Cu	Copper/zinc superoxide dismutase (SODC)
PF00081.22	4	2.963414	8.1e-05	Sod_Fe_N	Iron/manganese superoxide dismutases, alpha-hairpin domain
PF00082.22	24	18.157718	0.000499	Peptidase_S8	Subtilase family
PF00083.24	36	19.900442	0.000547	Sugar_tr	Sugar (and other) transporter
PF00084.20	409	326.803571	0.00899	Sushi	Sushi repeat (SCR repeat)
PF00085.20	54	39.427184	0.001084	Thioredoxin	Thioredoxin
PF00086.18	11	8.074626	0.000222	Thyroglobulin_1	Thyroglobulin type-1 repeat
PF00087.21	2	1.567164	4.3e-05	Toxin_TOLIP	Snake toxin and toxin-like protein
PF00088.18	8	7.348837	0.000202	Trefoil	Trefoil (P-type) domain
PF00089.26	60	37.461538	0.00103	Trypsin	Trypsin
PF00090.19	222	170.387755	0.004687	TSP_1	Thrombospondin type 1 domain
PF00091.25	42	33.954314	0.000934	Tubulin	Tubulin/FtsZ family, GTPase domain
PF00092.28	216	163.508571	0.004497	VWA	von Willebrand factor type A domain
PF00093.18	38	29.719298	0.000817	VWC	von Willebrand factor type C domain
PF00094.25	82	52.253164	0.001437	VWD	von Willebrand factor type D domain
PF00095.21	32	22.243902	0.000611	WAP	WAP-type (Whey Acidic Protein) 'four-disulfide core'
PF00096.26	1546	1458.260869	0.040115	zf-C2H2	Zinc finger, C2H2 type
PF00097.25	43	23.853658	0.000656	zf-C3HC4	Zinc finger, C3HC4 type (RING finger)
PF00098.23	31	27.888888	0.000767	zf-CCHC	Zinc knuckle
PF00100.23	5	3.917968	0.000107	Zona_pellucida	Zona pellucida-like domain
PF00102.27	142	84.063829	0.002312	Y_phosphatase	Protein-tyrosine phosphatase
PF00104.30	40	27.956521	0.000769	Hormone_recep	Ligand-binding domain of nuclear hormone receptor
PF00105.18	44	35.985714	0.000989	zf-C4	Zinc finger, C4 type (two domains)
PF00106.25	87	56.871794	0.001564	adh_short	short chain dehydrogenase
PF00107.26	11	9.653846	0.000265	ADH_zinc_N	Zinc-binding dehydrogenase
PF00108.23	10	6.188461	0.00017	Thiolase_N	Thiolase, N-terminal domain
PF00109.26	11	8.33992	0.000229	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain
PF00110.19	22	11.581168	0.000318	wnt	wnt family
PF00111.27	5	4.371794	0.00012	Fer2	2Fe-2S iron-sulfur cluster binding domain
PF00112.23	12	8.8211	0.000242	Peptidase_C1	Papain family cysteine protease
PF00113.22	5	1.783783	4.9e-05	Enolase_C	Enolase, C-terminal TIM barrel domain
PF00117.28	8	4.394736	0.00012	GATase	Glutamine amidotransferase class-I
PF00118.24	17	13.052953	0.000359	Cpn60_TCP1	TCP-1/cpn60 chaperonin family
PF00120.24	12	5.463768	0.00015	Gln-synt_C	Glutamine synthetase, catalytic domain
PF00121.18	2	1	2.7e-05	TIM	Triosephosphate isomerase
PF00122.20	25	13.900552	0.000382	E1-E2_ATPase	E1-E2 ATPase
PF00125.24	3	2.290076	6.2e-05	Histone	Core histone H2A/H2B/H3/H4
PF00128.24	12	6.391691	0.000175	Alpha-amylase	Alpha amylase, catalytic domain
PF00130.22	36	28.132075	0.000773	C1_1	Phorbol esters/diacylglycerol binding domain (C1 domain)
PF00132.24	12	8.583333	0.000236	Hexapep	Bacterial transferase hexapeptide (six repeats)
PF00133.22	16	7.388704	0.000203	tRNA-synt_1	tRNA synthetases class I (I, L, M and V)
PF00134.23	37	24.779527	0.000681	Cyclin_N	Cyclin, N-terminal domain
PF00135.28	29	16.238281	0.000446	COesterase	Carboxylesterase family
PF00136.21	6	3.686274	0.000101	DNA_pol_B	DNA polymerase family B
PF00137.21	6	4.916666	0.000135	ATP-synt_C	ATP synthase subunit C
PF00144.24	13	9.330303	0.000256	Beta-lactamase	Beta-lactamase
PF00145.17	7	2.844776	7.8e-05	DNA_methylase	C-5 cytosine-specific DNA methylase
PF00147.18	178	103.719457	0.002853	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain
PF00149.28	43	32.338235	0.000889	Metallophos	Calcineurin-like phosphoesterase
PF00150.18	1	0.928825	2.5e-05	Cellulase	Cellulase (glycosyl hydrolase family 5)
PF00151.19	3	2.398809	6.5e-05	Lipase	Lipase
PF00152.20	9	7.707006	0.000212	tRNA-synt_2	tRNA synthetases class II (D, K and N)
PF00153.27	117	95.927835	0.002638	Mito_carr	Mitochondrial carrier protein
PF00155.21	23	15.151515	0.000416	Aminotran_1_2	Aminotransferase class I and II
PF00156.27	6	4.238993	0.000116	Pribosyltran	Phosphoribosyl transferase domain
PF00157.17	7	5.597222	0.000153	Pou	Pou domain - N-terminal to homeobox domain
PF00158.26	2	1.107142	3e-05	Sigma54_activat	Sigma-54 interaction domain
PF00159.18	5	4.057142	0.000111	Hormone_3	Pancreatic hormone peptide
PF00160.21	22	16.291139	0.000448	Pro_isomerase	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00162.19	2	1.994708	5.4e-05	PGK	Phosphoglycerate kinase
PF00163.19	3	1.506024	4.1e-05	Ribosomal_S4	Ribosomal protein S4/S9 N-terminal domain
PF00164.25	2	1.842105	5e-05	Ribosom_S12_S23	Ribosomal protein S12/S23
PF00166.21	2	1.967741	5.4e-05	Cpn10	Chaperonin 10 Kd subunit
PF00167.18	2	1.496	4.1e-05	FGF	Fibroblast growth factor
PF00168.30	139	102.271844	0.002813	C2	C2 domain
PF00169.29	112	83.066666	0.002285	PH	PH domain
PF00170.21	12	10.4375	0.000287	bZIP_1	bZIP transcription factor
PF00171.22	22	13.188311	0.000362	Aldedh	Aldehyde dehydrogenase family
PF00173.28	19	13.851351	0.000381	Cyt-b5	Cytochrome b5-like Heme/Steroid binding domain
PF00174.19	1	1	2.7e-05	Oxidored_molyb	Oxidoreductase molybdopterin binding domain
PF00175.21	12	10.807339	0.000297	NAD_binding_1	Oxidoreductase NAD-binding domain
PF00176.23	41	20.794285	0.000572	SNF2_N	SNF2 family N-terminal domain
PF00177.21	2	1.825503	5e-05	Ribosomal_S7	Ribosomal protein S7p/S5e
PF00178.22	19	16.864197	0.000463	Ets	Ets-domain
PF00179.26	36	27.578571	0.000758	UQ_con	Ubiquitin-conjugating enzyme
PF00180.20	9	7.612068	0.000209	Iso_dh	Isocitrate/isopropylmalate dehydrogenase
PF00181.23	2	1.961038	5.3e-05	Ribosomal_L2	Ribosomal Proteins L2, RNA binding domain
PF00183.18	8	3.431334	9.4e-05	HSP90	Hsp90 protein
PF00184.17	1	0.78481	2.1e-05	Hormone_5	Neurohypophysial hormones, C-terminal Domain
PF00185.24	2	1.445859	3.9e-05	OTCace	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186.19	2	1.981366	5.4e-05	DHFR_1	Dihydrofolate reductase
PF00188.26	17	14.579365	0.000401	CAP	Cysteine-rich secretory protein family
PF00189.20	3	1.39759	3.8e-05	Ribosomal_S3_C	Ribosomal protein S3, C-terminal domain
PF00191.20	42	35.40909	0.000974	Annexin	Annexin
PF00194.21	18	10.586614	0.000291	Carb_anhydrase	Eukaryotic-type carbonic anhydrase
PF00198.23	5	4.004291	0.00011	2-oxoacid_dh	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199.19	1	0.934725	2.5e-05	Catalase	Catalase
PF00200.23	6	3.802631	0.000104	Disintegrin	Disintegrin
PF00201.18	17	12.667334	0.000348	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202.21	6	5.256157	0.000144	Aminotran_3	Aminotransferase class-III
PF00203.21	1	1	2.7e-05	Ribosomal_S19	Ribosomal protein S19
PF00204.25	2	1.965517	5.4e-05	DNA_gyraseB	DNA gyrase B
PF00205.22	5	3.248175	8.9e-05	TPP_enzyme_M	Thiamine pyrophosphate enzyme, central domain
PF00206.20	4	3.169871	8.7e-05	Lyase_1	Lyase
PF00207.22	14	10.108695	0.000278	A2M	Alpha-2-macroglobulin family
PF00208.21	4	2.069958	5.6e-05	ELFV_dehydrog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209.18	74	32.447418	0.000892	SNF	Sodium:neurotransmitter symporter family
PF00210.24	3	2.774647	7.6e-05	Ferritin	Ferritin-like domain
PF00211.20	110	64.595628	0.001776	Guanylate_cyc	Adenylate and Guanylate cyclase catalytic domain
PF00213.18	1	0.982558	2.7e-05	OSCP	ATP synthase delta (OSCP) subunit
PF00215.24	2	1.111111	3e-05	OMPdecase	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00217.19	5	4.849056	0.000133	ATP-gua_Ptrans	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00218.21	1	0.803149	2.2e-05	IGPS	Indole-3-glycerol phosphate synthase
PF00219.18	6	3.854545	0.000106	IGFBP	Insulin-like growth factor binding protein
PF00221.19	6	2.616379	7.1e-05	Lyase_aromatic	Aromatic amino acid lyase
PF00224.21	1	0.994252	2.7e-05	PK	Pyruvate kinase, barrel domain
PF00225.23	85	39.204204	0.001078	Kinesin	Kinesin motor domain
PF00226.31	49	37.396825	0.001028	DnaJ	DnaJ domain
PF00227.26	18	13.257894	0.000364	Proteasome	Proteasome subunit
PF00229.18	7	5.047244	0.000138	TNF	TNF(Tumour Necrosis Factor) family
PF00230.20	25	17.339207	0.000476	MIP	Major intrinsic protein
PF00231.19	1	1	2.7e-05	ATP-synt	ATP synthase
PF00232.18	5	2.739514	7.5e-05	Glyco_hydro_1	Glycosyl hydrolase family 1
PF00233.19	24	11.273109	0.00031	PDEase_I	3'5'-cyclic nucleotide phosphodiesterase
PF00235.19	11	10.748031	0.000295	Profilin	Profilin
PF00237.19	2	1.961165	5.3e-05	Ribosomal_L22	Ribosomal protein L22p/L17e
PF00238.19	2	1.950819	5.3e-05	Ribosomal_L14	Ribosomal protein L14p/L23e
PF00240.23	31	23.999999	0.00066	ubiquitin	Ubiquitin family
PF00241.20	10	9.231404	0.000253	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
PF00243.18	1	0.598214	1.6e-05	NGF	Nerve growth factor family
PF00244.20	4	3.364864	9.2e-05	14-3-3	14-3-3 protein
PF00245.20	5	4.007211	0.00011	Alk_phosphatase	Alkaline phosphatase
PF00246.24	46	27.380622	0.000753	Peptidase_M14	Zinc carboxypeptidase
PF00248.21	15	8.095238	0.000222	Aldo_ket_red	Aldo/keto reductase family
PF00249.31	31	24.673913	0.000678	Myb_DNA-binding	Myb-like DNA-binding domain
PF00250.18	53	41.908045	0.001152	Forkhead	Forkhead domain
PF00252.18	3	1.515151	4.1e-05	Ribosomal_L16	Ribosomal protein L16p/L10e
PF00253.21	3	2.277777	6.2e-05	Ribosomal_S14	Ribosomal protein S14p/S29e
PF00254.28	15	11	0.000302	FKBP_C	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255.19	10	5.324074	0.000146	GSHPx	Glutathione peroxidase
PF00258.25	10	6.804195	0.000187	Flavodoxin_1	Flavodoxin
PF00261.20	5	1.362869	3.7e-05	Tropomyosin	Tropomyosin
PF00262.18	3	0.983651	2.7e-05	Calreticulin	Calreticulin family
PF00265.18	2	0.819209	2.2e-05	TK	Thymidine kinase
PF00266.19	15	6.396226	0.000175	Aminotran_5	Aminotransferase class-V
PF00268.21	2	1.996415	5.4e-05	Ribonuc_red_sm	Ribonucleotide reductase, small chain
PF00270.29	81	56.028409	0.001541	DEAD	DEAD/DEAH box helicase
PF00271.31	107	78.765765	0.002166	Helicase_C	Helicase conserved C-terminal domain
PF00274.19	2	1.157593	3.1e-05	Glycolytic	Fructose-bisphosphate aldolase class-I
PF00275.20	1	0.995203	2.7e-05	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276.20	4	1.825581	5e-05	Ribosomal_L23	Ribosomal protein L23
PF00277.18	4	2.137254	5.8e-05	SAA	Serum amyloid A protein
PF00278.22	4	3.112244	8.5e-05	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280.18	4	3.078125	8.4e-05	potato_inhibit	Potato inhibitor I family
PF00281.19	2	1.368421	3.7e-05	Ribosomal_L5	Ribosomal protein L5
PF00282.19	24	9.218666	0.000253	Pyridoxal_deC	Pyridoxal-dependent decarboxylase conserved domain
PF00285.21	3	1.662049	4.5e-05	Citrate_synt	Citrate synthase, C-terminal domain
PF00287.18	4	2.883802	7.9e-05	Na_K-ATPase	Sodium / potassium ATPase beta chain
PF00288.26	3	2.757575	7.5e-05	GHMP_kinases_N	GHMP kinases N terminal domain
PF00289.22	4	3.954545	0.000108	Biotin_carb_N	Biotin carboxylase, N-terminal domain
PF00291.25	14	9.867346	0.000271	PALP	Pyridoxal-phosphate dependent enzyme
PF00292.18	8	5.648	0.000155	PAX	'Paired box' domain
PF00293.28	18	12.839694	0.000353	NUDIX	NUDIX domain
PF00294.24	8	4.7649	0.000131	PfkB	pfkB family carbohydrate kinase
PF00297.22	3	1.308943	3.6e-05	Ribosomal_L3	Ribosomal protein L3
PF00298.19	3	2.185714	6e-05	Ribosomal_L11	Ribosomal protein L11, RNA binding domain
PF00300.22	21	9.917525	0.000272	His_Phos_1	Histidine phosphatase superfamily (branch 1)
PF00303.19	1	0.996268	2.7e-05	Thymidylat_synt	Thymidylate synthase
PF00305.19	8	2.90356	7.9e-05	Lipoxygenase	Lipoxygenase
PF00306.27	1	1	2.7e-05	ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain
PF00307.31	71	50.229357	0.001381	CH	Calponin homology (CH) domain
PF00308.18	4	1.369863	3.7e-05	Bac_DnaA	Bacterial dnaA  protein
PF00310.21	1	1	2.7e-05	GATase_2	Glutamine amidotransferases class-II
PF00312.22	2	1.172839	3.2e-05	Ribosomal_S15	Ribosomal protein S15
PF00313.22	13	9.363636	0.000257	CSD	'Cold-shock' DNA-binding domain
PF00316.20	2	0.830687	2.2e-05	FBPase	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317.21	2	1.939759	5.3e-05	Ribonuc_red_lgN	Ribonucleotide reductase, all-alpha domain
PF00318.20	4	1.56279	4.2e-05	Ribosomal_S2	Ribosomal protein S2
PF00319.18	1	1	2.7e-05	SRF-TF	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320.27	16	13.305555	0.000366	GATA	GATA zinc finger
PF00324.21	12	5.150313	0.000141	AA_permease	Amino acid permease
PF00326.21	10	8.174528	0.000224	Peptidase_S9	Prolyl oligopeptidase family
PF00327.20	3	2.313725	6.3e-05	Ribosomal_L30	Ribosomal protein L30p/L7e
PF00328.22	11	5.026109	0.000138	His_Phos_2	Histidine phosphatase superfamily (branch 2)
PF00329.19	1	0.991803	2.7e-05	Complex1_30kDa	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330.20	2	1.995661	5.4e-05	Aconitase	Aconitase family (aconitate hydratase)
PF00331.20	22	11.503164	0.000316	Glyco_hydro_10	Glycosyl hydrolase family 10
PF00333.20	3	2.153846	5.9e-05	Ribosomal_S5	Ribosomal protein S5, N-terminal domain
PF00334.19	19	11.259259	0.000309	NDK	Nucleoside diphosphate kinase
PF00335.20	61	32.42358	0.000891	Tetraspanin	Tetraspanin family
PF00337.22	4	3.80597	0.000104	Gal-bind_lectin	Galactoside-binding lectin
PF00338.22	3	2.959183	8.1e-05	Ribosomal_S10	Ribosomal protein S10p/S20e
PF00339.29	16	8.787671	0.000241	Arrestin_N	Arrestin (or S-antigen), N-terminal domain
PF00341.17	3	1.426829	3.9e-05	PDGF	PDGF/VEGF domain
PF00342.19	1	0.841563	2.3e-05	PGI	Phosphoglucose isomerase
PF00343.20	3	0.943741	2.5e-05	Phosphorylase	Carbohydrate phosphorylase
PF00344.20	1	0.970588	2.6e-05	SecY	SecY translocase
PF00346.19	2	0.896678	2.4e-05	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347.23	2	2	5.5e-05	Ribosomal_L6	Ribosomal protein L6
PF00348.17	5	4.328125	0.000119	polyprenyl_synt	Polyprenyl synthetase
PF00349.21	1	0.994974	2.7e-05	Hexokinase_1	Hexokinase
PF00350.23	16	9.10119	0.00025	Dynamin_N	Dynamin family
PF00351.21	5	2.836858	7.8e-05	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
PF00352.21	4	3.894117	0.000107	TBP	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00354.17	2	1.77835	4.8e-05	Pentaxin	Pentaxin family
PF00355.26	3	2.528089	6.9e-05	Rieske	Rieske [2Fe-2S] domain
PF00362.18	5	1.887096	5.1e-05	Integrin_beta	Integrin beta chain VWA domain
PF00364.22	9	8.575342	0.000235	Biotin_lipoyl	Biotin-requiring enzyme
PF00365.20	4	1.915492	5.2e-05	PFK	Phosphofructokinase
PF00366.20	1	1	2.7e-05	Ribosomal_S17	Ribosomal protein S17
PF00368.18	1	0.99455	2.7e-05	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase
PF00370.21	8	4.677551	0.000128	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain
PF00373.18	41	23.966101	0.000659	FERM_M	FERM central domain
PF00375.18	11	5.292307	0.000145	SDF	Sodium:dicarboxylate symporter family
PF00378.20	20	9.470119	0.00026	ECH_1	Enoyl-CoA hydratase/isomerase
PF00380.19	2	1.966942	5.4e-05	Ribosomal_S9	Ribosomal protein S9/S16
PF00381.19	2	1.951219	5.3e-05	PTS-HPr	PTS HPr component phosphorylation site
PF00382.19	4	3.788732	0.000104	TFIIB	Transcription factor TFIIB repeat
PF00383.23	7	5.960396	0.000163	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384.22	1	0.997685	2.7e-05	Molybdopterin	Molybdopterin oxidoreductase
PF00385.24	13	9.407407	0.000258	Chromo	Chromo (CHRromatin Organisation MOdifier) domain
PF00386.21	27	24.503937	0.000674	C1q	C1q domain
PF00387.19	13	7.817391	0.000215	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388.19	9	7.15862	0.000196	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain
PF00389.30	1	0.425373	1.1e-05	2-Hacid_dh	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390.19	2	2	5.5e-05	malic	Malic enzyme, N-terminal domain
PF00391.23	2	1.917808	5.2e-05	PEP-utilizers	PEP-utilising enzyme, mobile domain
PF00393.19	2	0.865051	2.3e-05	6PGD	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394.22	2	1.496855	4.1e-05	Cu-oxidase	Multicopper oxidase
PF00396.18	20	12.595238	0.000346	Granulin	Granulin
PF00397.26	51	44.225806	0.001216	WW	WW domain
PF00398.20	2	1.743396	4.7e-05	RrnaAD	Ribosomal RNA adenine dimethylase
PF00400.32	1266	931.421052	0.025622	WD40	WD domain, G-beta repeat
PF00402.18	25	20.92	0.000575	Calponin	Calponin family repeat
PF00403.26	18	16.903225	0.000464	HMA	Heavy-metal-associated domain
PF00405.17	2	1.930091	5.3e-05	Transferrin	Transferrin
PF00406.22	28	15.258278	0.000419	ADK	Adenylate kinase
PF00408.20	3	2.202702	6e-05	PGM_PMM_IV	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410.19	1	0.984251	2.7e-05	Ribosomal_S8	Ribosomal protein S8
PF00411.19	1	1	2.7e-05	Ribosomal_S11	Ribosomal protein S11
PF00412.22	59	51.517241	0.001417	LIM	LIM domain
PF00413.24	10	6.468354	0.000177	Peptidase_M10	Matrixin
PF00415.18	129	109.739999	0.003018	RCC1	Regulator of chromosome condensation (RCC1) repeat
PF00416.22	1	1	2.7e-05	Ribosomal_S13	Ribosomal protein S13/S18
PF00418.19	71	65.451612	0.0018	Tubulin-binding	Tau and MAP protein, tubulin-binding repeat
PF00425.18	1	0.829457	2.2e-05	Chorismate_bind	chorismate binding enzyme
PF00428.19	4	3.181818	8.7e-05	Ribosomal_60s	60s Acidic ribosomal protein
PF00431.20	196	155.3	0.004272	CUB	CUB domain
PF00432.21	21	14.772727	0.000406	Prenyltrans	Prenyltransferase and squalene oxidase repeat
PF00433.24	12	9.717391	0.000267	Pkinase_C	Protein kinase C terminal domain
PF00435.21	271	218.285714	0.006004	Spectrin	Spectrin repeat
PF00436.25	2	1.836538	5e-05	SSB	Single-strand binding protein family
PF00437.20	2	0.479853	1.3e-05	T2SSE	Type II/IV secretion system protein
PF00438.20	3	2.959595	8.1e-05	S-AdoMet_synt_N	S-adenosylmethionine synthetase, N-terminal domain
PF00439.25	27	23.630952	0.00065	Bromodomain	Bromodomain
PF00441.24	16	10.393333	0.000285	Acyl-CoA_dh_1	Acyl-CoA dehydrogenase, C-terminal domain
PF00443.29	42	29.902723	0.000822	UCH	Ubiquitin carboxyl-terminal hydrolase
PF00444.18	1	0.947368	2.6e-05	Ribosomal_L36	Ribosomal protein L36
PF00445.18	1	0.780219	2.1e-05	Ribonuclease_T2	Ribonuclease T2 family
PF00447.17	1	1	2.7e-05	HSF_DNA-bind	HSF-type DNA-binding
PF00448.22	6	2.785714	7.6e-05	SRP54	SRP54-type protein, GTPase domain
PF00449.20	2	1.256198	3.4e-05	Urease_alpha	Urease alpha-subunit, N-terminal domain
PF00450.22	9	4.627684	0.000127	Peptidase_S10	Serine carboxypeptidase
PF00452.19	12	9.070707	0.000249	Bcl-2	Apoptosis regulator proteins, Bcl-2 family
PF00453.18	1	0.971962	2.6e-05	Ribosomal_L20	Ribosomal protein L20
PF00454.27	20	12.512	0.000344	PI3_PI4_kinase	Phosphatidylinositol 3- and 4-kinase
PF00456.21	3	2.467065	6.7e-05	Transketolase_N	Transketolase, thiamine diphosphate binding domain
PF00458.20	6	4.962264	0.000136	WHEP-TRS	WHEP-TRS domain
PF00459.25	6	3.985294	0.000109	Inositol_P	Inositol monophosphatase family
PF00462.24	17	15.016666	0.000413	Glutaredoxin	Glutaredoxin
PF00464.19	2	1.997493	5.4e-05	SHMT	Serine hydroxymethyltransferase
PF00465.19	1	0.997252	2.7e-05	Fe-ADH	Iron-containing alcohol dehydrogenase
PF00466.20	3	2.23	6.1e-05	Ribosomal_L10	Ribosomal protein L10
PF00467.29	11	8.5625	0.000235	KOW	KOW motif
PF00468.17	1	1	2.7e-05	Ribosomal_L34	Ribosomal protein L34
PF00472.20	5	3.887931	0.000106	RF-1	RF-1 domain
PF00474.17	63	21.352216	0.000587	SSF	Sodium:solute symporter family
PF00475.18	1	0.506944	1.3e-05	IGPD	Imidazoleglycerol-phosphate dehydratase
PF00476.20	5	2.890957	7.9e-05	DNA_pol_A	DNA polymerase family A
PF00478.25	5	3.840579	0.000105	IMPDH	IMP dehydrogenase / GMP reductase domain
PF00479.22	2	1.610169	4.4e-05	G6PD_N	Glucose-6-phosphate dehydrogenase, NAD binding domain
