#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR00133	2	1.671517	0.00054	TIGR00133	gatB: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
TIGR00135	1	0.956989	0.000309	TIGR00135	gatC: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
TIGR00136	4	0.849025	0.000274	TIGR00136	gidA: tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
TIGR00147	13	2.516891	0.000813	TIGR00147	TIGR00147: lipid kinase, YegS/Rv2252/BmrU family
TIGR00149	1	0.393939	0.000127	TIGR00149	TIGR00149_YjbQ: secondary thiamine-phosphate synthase enzyme
TIGR00152	2	1.547872	0.0005	TIGR00152	TIGR00152: dephospho-CoA kinase
TIGR00163	2	1.967078	0.000635	TIGR00163	PS_decarb: phosphatidylserine decarboxylase
TIGR00165	3	2.114285	0.000683	TIGR00165	S18: ribosomal protein S18
TIGR00168	1	0.945454	0.000305	TIGR00168	infC: translation initiation factor IF-3
TIGR00169	1	0.822349	0.000265	TIGR00169	leuB: 3-isopropylmalate dehydrogenase
TIGR00172	2	0.702702	0.000227	TIGR00172	maf: septum formation protein Maf
TIGR00173	1	0.885057	0.000286	TIGR00173	menD: 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
TIGR00174	3	0.645833	0.000208	TIGR00174	miaA: tRNA dimethylallyltransferase
TIGR00175	4	2.859281	0.000924	TIGR00175	mito_nad_idh: isocitrate dehydrogenase, NAD-dependent
TIGR00177	2	1.277027	0.000412	TIGR00177	molyb_syn: molybdenum cofactor synthesis domain
TIGR00181	2	0.411167	0.000132	TIGR00181	pepF: oligoendopeptidase F
TIGR00183	1	0.973621	0.000314	TIGR00183	prok_nadp_idh: isocitrate dehydrogenase, NADP-dependent
TIGR00184	1	0.985882	0.000318	TIGR00184	purA: adenylosuccinate synthase
TIGR00186	6	2.3875	0.000771	TIGR00186	rRNA_methyl_3: RNA methyltransferase, TrmH family, group 3
TIGR00187	1	0.816425	0.000263	TIGR00187	ribE: riboflavin synthase, alpha subunit
TIGR00192	1	0.592233	0.000191	TIGR00192	urease_beta: urease, beta subunit
TIGR00193	1	0.980392	0.000316	TIGR00193	urease_gam: urease, gamma subunit
TIGR00195	2	1.370078	0.000442	TIGR00195	exoDNase_III: exodeoxyribonuclease III
TIGR00196	1	0.68592	0.000221	TIGR00196	yjeF_cterm: YjeF family C-terminal domain
TIGR00197	4	1.572815	0.000508	TIGR00197	yjeF_nterm: YjeF family N-terminal domain
TIGR00200	1	0.384057	0.000124	TIGR00200	cinA_nterm: competence/damage-inducible protein CinA N-terminal domain
TIGR00204	1	0.360389	0.000116	TIGR00204	dxs: 1-deoxy-D-xylulose-5-phosphate synthase
TIGR00209	1	0.977077	0.000315	TIGR00209	galT_1: galactose-1-phosphate uridylyltransferase
TIGR00212	1	0.938566	0.000303	TIGR00212	hemC: hydroxymethylbilane synthase
TIGR00214	2	1.791443	0.000579	TIGR00214	lipB: lipoyl(octanoyl) transferase
TIGR00221	3	1.360526	0.000439	TIGR00221	nagA: N-acetylglucosamine-6-phosphate deacetylase
TIGR00225	58	11.919402	0.003853	TIGR00225	prc: C-terminal processing peptidase
TIGR00229	12	6.007936	0.001942	TIGR00229	sensory_box: PAS domain S-box protein
TIGR00231	131	96.036585	0.031047	TIGR00231	small_GTP: small GTP-binding protein domain
TIGR00232	5	2.470948	0.000798	TIGR00232	tktlase_bact: transketolase
TIGR00233	3	2.829268	0.000914	TIGR00233	trpS: tryptophan--tRNA ligase
TIGR00234	2	1.869458	0.000604	TIGR00234	tyrS: tyrosine--tRNA ligase
TIGR00235	2	1.903381	0.000615	TIGR00235	udk: uridine kinase
TIGR00239	3	1.892588	0.000611	TIGR00239	2oxo_dh_E1: oxoglutarate dehydrogenase (succinyl-transferring), E1 component
TIGR00251	1	0.931034	0.0003	TIGR00251	TIGR00251: TIGR00251 family protein
TIGR00256	2	1.821917	0.000589	TIGR00256	TIGR00256: D-tyrosyl-tRNA(Tyr) deacylase
TIGR00257	2	0.887804	0.000287	TIGR00257	IMPACT_YIGZ: uncharacterized protein, YigZ family
TIGR00258	2	0.571428	0.000184	TIGR00258	TIGR00258: inosine/xanthosine triphosphatase
TIGR00259	1	0.992217	0.00032	TIGR00259	thylakoid_BtpA: membrane complex biogenesis protein, BtpA family
TIGR00260	4	2.661764	0.00086	TIGR00260	thrC: threonine synthase
TIGR00261	1	0.678947	0.000219	TIGR00261	traB: TraB family protein
TIGR00263	1	0.974025	0.000314	TIGR00263	trpB: tryptophan synthase, beta subunit
TIGR00264	3	1.465517	0.000473	TIGR00264	TIGR00264: alpha-NAC homolog
TIGR00269	1	0.432692	0.000139	TIGR00269	TIGR00269: TIGR00269 family protein
TIGR00270	1	0.584415	0.000188	TIGR00270	TIGR00270: TIGR00270 family protein
TIGR00274	3	1.140893	0.000368	TIGR00274	TIGR00274: N-acetylmuramic acid 6-phosphate etherase
TIGR00278	1	0.893333	0.000288	TIGR00278	TIGR00278: putative membrane protein insertion efficiency factor
TIGR00279	2	0.511627	0.000165	TIGR00279	L10e: ribosomal protein L10.e
TIGR00280	1	0.98913	0.000319	TIGR00280	L37a: ribosomal protein L37a
TIGR00283	2	1.982608	0.00064	TIGR00283	arch_pth2: peptidyl-tRNA hydrolase
TIGR00290	1	0.883408	0.000285	TIGR00290	MJ0570_dom: MJ0570-related uncharacterized domain
TIGR00291	1	0.965367	0.000312	TIGR00291	RNA_SBDS: rRNA metabolism protein, SBDS family
TIGR00293	6	3.674418	0.001187	TIGR00293	TIGR00293: prefoldin, alpha subunit
TIGR00296	2	0.65	0.00021	TIGR00296	TIGR00296: uncharacterized protein, PH0010 family
TIGR00297	1	0.864978	0.000279	TIGR00297	TIGR00297: TIGR00297 family protein
TIGR00307	4	2.007874	0.000649	TIGR00307	S8e: ribosomal protein S8.e
TIGR00308	1	0.984	0.000318	TIGR00308	TRM1: N2,N2-dimethylguanosine tRNA methyltransferase
TIGR00309	1	0.942583	0.000304	TIGR00309	V_ATPase_subD: V-type ATPase, D subunit
TIGR00310	4	1.4375	0.000464	TIGR00310	ZPR1_znf: ZPR1 zinc finger domain
TIGR00311	2	1.796992	0.00058	TIGR00311	aIF-2beta: putative translation initiation factor aIF-2, beta subunit
TIGR00318	3	1.517241	0.00049	TIGR00318	cyaB: putative adenylyl cyclase CyaB
TIGR00321	1	0.993355	0.000321	TIGR00321	dhys: deoxyhypusine synthase
TIGR00322	3	2.034374	0.000657	TIGR00322	diphth2_R: diphthamide biosynthesis enzyme Dph1/Dph2 domain
TIGR00323	1	0.76279	0.000246	TIGR00323	eIF-6: putative translation initiation factor eIF-6
TIGR00324	2	0.926553	0.000299	TIGR00324	endA: tRNA-intron endonuclease
TIGR00326	2	0.982507	0.000317	TIGR00326	eubact_ribD: riboflavin biosynthesis protein RibD
TIGR00327	1	1	0.000323	TIGR00327	secE_euk_arch: protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
TIGR00335	1	0.981481	0.000317	TIGR00335	primase_sml: putative DNA primase, eukaryotic-type, small subunit
TIGR00336	2	1.554913	0.000502	TIGR00336	pyrE: orotate phosphoribosyltransferase
TIGR00337	4	1.88403	0.000609	TIGR00337	PyrG: CTP synthase
TIGR00338	2	1.735159	0.00056	TIGR00338	serB: phosphoserine phosphatase SerB
TIGR00339	2	1.97389	0.000638	TIGR00339	sopT: sulfate adenylyltransferase
TIGR00341	2	0.624615	0.000201	TIGR00341	TIGR00341: TIGR00341 family protein
TIGR00343	1	0.979094	0.000316	TIGR00343	TIGR00343: pyridoxal 5'-phosphate synthase, synthase subunit Pdx1
TIGR00344	4	2.610389	0.000843	TIGR00344	alaS: alanine--tRNA ligase
TIGR00345	1	0.993311	0.000321	TIGR00345	GET3_arsA_TRC40: transport-energizing ATPase, TRC40/GET3/ArsA family
TIGR00355	4	1.455968	0.00047	TIGR00355	purH: phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
TIGR00357	4	2.41791	0.000781	TIGR00357	TIGR00357: methionine-R-sulfoxide reductase
TIGR00358	1	0.047184	1.5e-05	TIGR00358	3_prime_RNase: VacB and RNase II family 3'-5' exoribonucleases
TIGR00361	2	0.232277	7.5e-05	TIGR00361	ComEC_Rec2: DNA internalization-related competence protein ComEC/Rec2
TIGR00362	1	0.951945	0.000307	TIGR00362	DnaA: chromosomal replication initiator protein DnaA
TIGR00364	1	0.199004	6.4e-05	TIGR00364	TIGR00364: queuosine biosynthesis protein QueC
TIGR00365	5	3.626262	0.001172	TIGR00365	TIGR00365: monothiol glutaredoxin, Grx4 family
TIGR00367	6	3.426282	0.001107	TIGR00367	TIGR00367: K+-dependent Na+/Ca+ exchanger homolog
TIGR00372	1	0.622222	0.000201	TIGR00372	cas4: CRISPR-associated protein Cas4
TIGR00376	45	12.657276	0.004091	TIGR00376	TIGR00376: putative DNA helicase
TIGR00378	1	0.280802	9e-05	TIGR00378	cax: calcium/proton exchanger
TIGR00382	4	1.980676	0.00064	TIGR00382	clpX: ATP-dependent Clp protease, ATP-binding subunit ClpX
TIGR00384	1	1	0.000323	TIGR00384	dhsB: succinate dehydrogenase and fumarate reductase iron-sulfur protein
TIGR00387	4	1.673123	0.00054	TIGR00387	glcD: glycolate oxidase, subunit GlcD
TIGR00389	2	0.683185	0.00022	TIGR00389	glyS_dimeric: glycine--tRNA ligase
TIGR00390	1	0.002267	0	TIGR00390	hslU: ATP-dependent protease HslVU, ATPase subunit
TIGR00392	2	1.947735	0.000629	TIGR00392	ileS: isoleucine--tRNA ligase
TIGR00395	2	0.960554	0.00031	TIGR00395	leuS_arch: leucine--tRNA ligase
TIGR00396	2	1.854092	0.000599	TIGR00396	leuS_bact: leucine--tRNA ligase
TIGR00398	5	2.216981	0.000716	TIGR00398	metG: methionine--tRNA ligase
TIGR00399	3	1.654676	0.000534	TIGR00399	metG_C_term: methionine--tRNA ligase, beta subunit
TIGR00405	6	1.744827	0.000564	TIGR00405	L26e_arch: ribosomal protein L24
TIGR00406	5	1.291666	0.000417	TIGR00406	prmA: ribosomal protein L11 methyltransferase
TIGR00408	2	1.995789	0.000645	TIGR00408	proS_fam_I: proline--tRNA ligase
TIGR00409	3	0.642605	0.000207	TIGR00409	proS_fam_II: proline--tRNA ligase
TIGR00411	1	0.060975	1.9e-05	TIGR00411	redox_disulf_1: redox-active disulfide protein 1
TIGR00414	3	2.76555	0.000894	TIGR00414	serS: serine--tRNA ligase
TIGR00416	1	0.940528	0.000304	TIGR00416	sms: DNA repair protein RadA
TIGR00417	5	2.413284	0.00078	TIGR00417	speE: spermidine synthase
TIGR00418	2	1.976991	0.000639	TIGR00418	thrS: threonine--tRNA ligase
TIGR00419	2	1.008771	0.000326	TIGR00419	tim: triose-phosphate isomerase
TIGR00420	3	2.928774	0.000946	TIGR00420	trmU: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
TIGR00422	5	2.945538	0.000952	TIGR00422	valS: valine--tRNA ligase
TIGR00424	1	0.118534	3.8e-05	TIGR00424	APS_reduc: 5'-adenylylsulfate reductase, thioredoxin-independent
TIGR00425	2	1.149068	0.000371	TIGR00425	CBF5: putative rRNA pseudouridine synthase
TIGR00426	1	0.840579	0.000271	TIGR00426	TIGR00426: competence protein ComEA helix-hairpin-helix repeat region
TIGR00430	1	0.85326	0.000275	TIGR00430	Q_tRNA_tgt: tRNA-guanine transglycosylase
TIGR00431	3	1.419047	0.000458	TIGR00431	TruB: tRNA pseudouridine(55) synthase
TIGR00434	2	0.523364	0.000169	TIGR00434	cysH: phosophoadenylyl-sulfate reductase
TIGR00435	2	1.76824	0.000571	TIGR00435	cysS: cysteine--tRNA ligase
TIGR00436	4	1.266666	0.000409	TIGR00436	era: GTP-binding protein Era
TIGR00438	4	2.792553	0.000902	TIGR00438	rrmJ: ribosomal RNA large subunit methyltransferase J
TIGR00440	1	0.994274	0.000321	TIGR00440	glnS: glutamine--tRNA ligase
TIGR00442	4	1.91133	0.000617	TIGR00442	hisS: histidine--tRNA ligase
TIGR00443	1	0.305732	9.8e-05	TIGR00443	hisZ_biosyn_reg: ATP phosphoribosyltransferase, regulatory subunit
TIGR00445	2	0.545171	0.000176	TIGR00445	mraY: phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00446	9	4.439393	0.001435	TIGR00446	nop2p: NOL1/NOP2/sun family putative RNA methylase
TIGR00448	2	0.73743	0.000238	TIGR00448	rpoE: DNA-directed RNA polymerase
TIGR00449	1	0.645776	0.000208	TIGR00449	tgt_general: tRNA-guanine family transglycosylase
TIGR00450	5	1.127802	0.000364	TIGR00450	mnmE_trmE_thdF: tRNA modification GTPase TrmE
TIGR00453	2	1.146118	0.00037	TIGR00453	ispD: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TIGR00455	2	1.815217	0.000586	TIGR00455	apsK: adenylyl-sulfate kinase
TIGR00456	6	2.147627	0.000694	TIGR00456	argS: arginine--tRNA ligase
TIGR00457	4	2.865934	0.000926	TIGR00457	asnS: asparagine--tRNA ligase
TIGR00458	2	1.969626	0.000636	TIGR00458	aspS_nondisc: aspartate--tRNA(Asn) ligase
TIGR00459	4	1.895904	0.000612	TIGR00459	aspS_bact: aspartate--tRNA ligase
TIGR00460	3	1.638095	0.000529	TIGR00460	fmt: methionyl-tRNA formyltransferase
TIGR00461	1	0.998935	0.000322	TIGR00461	gcvP: glycine dehydrogenase
TIGR00462	1	0.078947	2.5e-05	TIGR00462	genX: EF-P lysine aminoacylase GenX
TIGR00463	1	0.892857	0.000288	TIGR00463	gltX_arch: glutamate--tRNA ligase
TIGR00464	4	1.763829	0.00057	TIGR00464	gltX_bact: glutamate--tRNA ligase
TIGR00468	4	1.709876	0.000552	TIGR00468	pheS: phenylalanine--tRNA ligase, alpha subunit
TIGR00469	3	1.354767	0.000437	TIGR00469	pheS_mito: phenylalanine--tRNA ligase
TIGR00471	4	2.448275	0.000791	TIGR00471	pheT_arch: phenylalanine--tRNA ligase, beta subunit
TIGR00473	1	0.130718	4.2e-05	TIGR00473	pssA: CDP-diacylglycerol-serine O-phosphatidyltransferase
TIGR00475	7	1.609294	0.00052	TIGR00475	selB: selenocysteine-specific translation elongation factor
TIGR00476	1	0.853448	0.000275	TIGR00476	selD: selenide, water dikinase
TIGR00478	1	0.118421	3.8e-05	TIGR00478	tly: TlyA family rRNA methyltransferase/putative hemolysin
TIGR00479	7	1.61574	0.000522	TIGR00479	rumA: 23S rRNA (uracil-5-)-methyltransferase RumA
TIGR00481	6	1.56338	0.000505	TIGR00481	TIGR00481: Raf kinase inhibitor-like protein, YbhB/YbcL family
TIGR00482	1	1	0.000323	TIGR00482	TIGR00482: nicotinate (nicotinamide) nucleotide adenylyltransferase
TIGR00483	6	2.875878	0.000929	TIGR00483	EF-1_alpha: translation elongation factor EF-1, subunit alpha
TIGR00484	4	2.879884	0.000931	TIGR00484	EF-G: translation elongation factor G
TIGR00485	2	1.967005	0.000635	TIGR00485	EF-Tu: translation elongation factor Tu
TIGR00486	3	1.504	0.000486	TIGR00486	YbgI_SA1388: dinuclear metal center protein, YbgI/SA1388 family
TIGR00487	4	1.136286	0.000367	TIGR00487	IF-2: translation initiation factor IF-2
TIGR00489	2	1.738636	0.000562	TIGR00489	aEF-1_beta: translation elongation factor aEF-1 beta
TIGR00490	11	2.531944	0.000818	TIGR00490	aEF-2: translation elongation factor aEF-2
TIGR00491	1	0.974747	0.000315	TIGR00491	aIF-2: translation initiation factor aIF-2
TIGR00492	8	4.01084	0.001296	TIGR00492	alr: alanine racemase
TIGR00493	2	1.213541	0.000392	TIGR00493	clpP: ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
TIGR00494	1	0.965811	0.000312	TIGR00494	crcB: protein CrcB
TIGR00495	2	1.08355	0.00035	TIGR00495	crvDNA_42K: DNA-binding protein, 42 kDa
TIGR00496	1	0.835227	0.00027	TIGR00496	frr: ribosome recycling factor
TIGR00499	2	0.91129	0.000294	TIGR00499	lysS_bact: lysine--tRNA ligase
TIGR00500	5	2.720647	0.000879	TIGR00500	met_pdase_I: methionine aminopeptidase, type I
TIGR00501	1	0.959322	0.00031	TIGR00501	met_pdase_II: methionine aminopeptidase, type II
TIGR00502	1	0.992277	0.00032	TIGR00502	nagB: glucosamine-6-phosphate deaminase
TIGR00504	1	0.910798	0.000294	TIGR00504	pyro_pdase: pyroglutamyl-peptidase I
TIGR00505	1	0.816753	0.000264	TIGR00505	ribA: GTP cyclohydrolase II
TIGR00506	1	0.970588	0.000313	TIGR00506	ribB: 3,4-dihydroxy-2-butanone-4-phosphate synthase
TIGR00510	1	0.973509	0.000314	TIGR00510	lipA: lipoyl synthase
TIGR00511	4	2.877076	0.00093	TIGR00511	ribulose_e2b2: ribose-1,5-bisphosphate isomerase, e2b2 family
TIGR00512	1	0.997014	0.000322	TIGR00512	salvage_mtnA: S-methyl-5-thioribose-1-phosphate isomerase
TIGR00514	2	1.915367	0.000619	TIGR00514	accC: acetyl-CoA carboxylase, biotin carboxylase subunit
TIGR00517	1	0.922077	0.000298	TIGR00517	acyl_carrier: acyl carrier protein
TIGR00518	2	0.529729	0.000171	TIGR00518	alaDH: alanine dehydrogenase
TIGR00519	3	1.08902	0.000352	TIGR00519	asnASE_I: L-asparaginase, type I
TIGR00521	2	0.456632	0.000147	TIGR00521	coaBC_dfp: phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
TIGR00522	1	0.98062	0.000317	TIGR00522	dph5: diphthine synthase
TIGR00523	2	1.704081	0.00055	TIGR00523	eIF-1A: translation initiation factor eIF-1A
TIGR00527	2	1.317829	0.000426	TIGR00527	gcvH: glycine cleavage system H protein
TIGR00528	3	2.046961	0.000661	TIGR00528	gcvT: glycine cleavage system T protein
TIGR00530	7	5.246153	0.001696	TIGR00530	AGP_acyltrn: 1-acylglycerol-3-phosphate O-acyltransferases
TIGR00535	1	0.485029	0.000156	TIGR00535	SAM_DCase: S-adenosylmethionine decarboxylase proenzyme
TIGR00537	1	0.972067	0.000314	TIGR00537	hemK_rel_arch: putative methylase
TIGR00539	1	0.772853	0.000249	TIGR00539	hemN_rel: putative oxygen-independent coproporphyrinogen III oxidase
TIGR00540	11	1.290909	0.000417	TIGR00540	TPR_hemY_coli: heme biosynthesis-associated TPR protein
TIGR00545	1	0.904907	0.000292	TIGR00545	lipoyltrans: lipoyltransferase and lipoate-protein ligase
TIGR00549	2	0.557971	0.00018	TIGR00549	mevalon_kin: mevalonate kinase
TIGR00552	2	1.741035	0.000562	TIGR00552	nadE: NAD+ synthetase
TIGR00555	13	5.68421	0.001837	TIGR00555	panK_eukar: pantothenate kinase
TIGR00556	2	0.632812	0.000204	TIGR00556	pantethn_trn: phosphopantetheine--protein transferase domain
TIGR00558	1	0.926267	0.000299	TIGR00558	pdxH: pyridoxamine 5'-phosphate oxidase
TIGR00560	2	0.885245	0.000286	TIGR00560	pgsA: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
TIGR00561	3	1.743639	0.000563	TIGR00561	pntA: NAD(P)(+) transhydrogenase (AB-specific), alpha subunit
TIGR00562	10	2.482978	0.000802	TIGR00562	proto_IX_ox: protoporphyrinogen oxidase
TIGR00563	3	0.787185	0.000254	TIGR00563	rsmB: 16S rRNA (cytosine(967)-C(5))-methyltransferase
TIGR00564	1	0.430769	0.000139	TIGR00564	trpE_most: anthranilate synthase component I
TIGR00567	1	0.994791	0.000321	TIGR00567	3mg: DNA-3-methyladenine glycosylase
TIGR00568	1	0.965317	0.000312	TIGR00568	alkb: alkylated DNA repair protein AlkB
TIGR00569	8	3.632786	0.001174	TIGR00569	ccl1: cyclin ccl1
TIGR00570	3	1.284789	0.000415	TIGR00570	cdk7: CDK-activating kinase assembly factor MAT1
TIGR00573	1	0.894009	0.000289	TIGR00573	dnaq: exonuclease, DNA polymerase III, epsilon subunit family
TIGR00574	7	2.774193	0.000896	TIGR00574	dnl1: DNA ligase I, ATP-dependent (dnl1)
TIGR00575	2	0.208588	6.7e-05	TIGR00575	dnlj: DNA ligase, NAD-dependent
TIGR00576	1	0.993006	0.000321	TIGR00576	dut: dUTP diphosphatase
TIGR00577	1	0.717391	0.000231	TIGR00577	fpg: DNA-formamidopyrimidine glycosylase
TIGR00578	3	1.302047	0.00042	TIGR00578	ku70: ATP-dependent DNA helicase II, 70 kDa subunit (ku70)
TIGR00580	7	0.872156	0.000281	TIGR00580	mfd: transcription-repair coupling factor
TIGR00581	2	1.986486	0.000642	TIGR00581	moaC: molybdenum cofactor biosynthesis protein C
TIGR00583	2	1.118518	0.000361	TIGR00583	mre11: DNA repair protein (mre11)
TIGR00584	1	0.84756	0.000274	TIGR00584	mug: mismatch-specific thymine-DNA glycosylate (mug)
TIGR00585	6	3.629392	0.001173	TIGR00585	mutl: DNA mismatch repair protein MutL
TIGR00586	4	2.658914	0.000859	TIGR00586	mutt: mutator mutT protein
TIGR00587	4	1.85663	0.0006	TIGR00587	nfo: apurinic endonuclease (APN1)
TIGR00588	1	0.558064	0.00018	TIGR00588	ogg: 8-oxoguanine DNA-glycosylase (ogg)
TIGR00589	2	1.9875	0.000642	TIGR00589	ogt: methylated-DNA--[protein]-cysteine S-methyltransferase
TIGR00590	1	0.996138	0.000322	TIGR00590	pcna: proliferating cell nuclear antigen (pcna)
