#Accession	No_orfs	Coverage	Abundance	Name	Description
PF00031.21	3	2.48913	6.7e-05	Cystatin	Cystatin domain
PF00034.21	6	5.923913	0.00016	Cytochrom_C	Cytochrome c
PF00035.26	26	19.283582	0.000522	dsrm	Double-stranded RNA binding motif
PF00036.32	304	225.724137	0.006117	EF-hand_1	EF hand
PF00037.27	3	2.666666	7.2e-05	Fer4	4Fe-4S binding domain
PF00038.21	5	3.820512	0.000103	Filament	Intermediate filament protein
PF00040.19	15	9.857142	0.000267	fn2	Fibronectin type II domain
PF00041.21	694	501.129411	0.013582	fn3	Fibronectin type III domain
PF00042.22	49	39.654545	0.001074	Globin	Globin
PF00043.25	5	2.623655	7.1e-05	GST_C	Glutathione S-transferase, C-terminal domain
PF00044.24	1	0.980198	2.6e-05	Gp_dh_N	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain
PF00045.19	17	13.4	0.000363	Hemopexin	Hemopexin
PF00046.29	108	91.491228	0.002479	Homeodomain	Homeodomain
PF00047.25	27	10.977011	0.000297	ig	Immunoglobulin domain
PF00049.18	1	0.988235	2.6e-05	Insulin	Insulin/IGF/Relaxin family
PF00050.21	2	0.448979	1.2e-05	Kazal_1	Kazal-type serine protease inhibitor domain
PF00051.18	43	29.721518	0.000805	Kringle	Kringle domain
PF00052.18	12	9.755555	0.000264	Laminin_B	Laminin B (Domain IV)
PF00053.24	188	146.77551	0.003978	Laminin_EGF	Laminin EGF domain
PF00054.23	18	15.435114	0.000418	Laminin_G_1	Laminin G domain
PF00055.17	20	8.905982	0.000241	Laminin_N	Laminin N-terminal (Domain VI)
PF00056.23	5	4.964539	0.000134	Ldh_1_N	lactate/malate dehydrogenase, NAD binding domain
PF00057.18	270	230.702702	0.006252	Ldl_recept_a	Low-density lipoprotein receptor domain class A
PF00058.17	310	224.023809	0.006071	Ldl_recept_b	Low-density lipoprotein receptor repeat class B
PF00059.21	97	70.129629	0.0019	Lectin_C	Lectin C-type domain
PF00060.26	27	21.114093	0.000572	Lig_chan	Ligand-gated ion channel
PF00061.23	2	1.326388	3.5e-05	Lipocalin	Lipocalin / cytosolic fatty-acid binding protein family
PF00063.21	49	19.807976	0.000536	Myosin_head	Myosin head (motor domain)
PF00066.17	12	9.861111	0.000267	Notch	LNR domain
PF00067.22	42	29.593952	0.000802	p450	Cytochrome P450
PF00069.25	303	198.291666	0.005374	Pkinase	Protein kinase domain
PF00071.22	91	73.37037	0.001988	Ras	Ras family
PF00075.24	1	0.972027	2.6e-05	RNase_H	RNase H
PF00076.22	233	195.285714	0.005292	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF00078.27	1074	552.99099	0.014988	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)
PF00079.20	55	43.959568	0.001191	Serpin	Serpin (serine protease inhibitor)
PF00080.20	5	4.19014	0.000113	Sod_Cu	Copper/zinc superoxide dismutase (SODC)
PF00081.22	4	3.560975	9.6e-05	Sod_Fe_N	Iron/manganese superoxide dismutases, alpha-hairpin domain
PF00082.22	11	7.711409	0.000209	Peptidase_S8	Subtilase family
PF00083.24	36	19.564159	0.00053	Sugar_tr	Sugar (and other) transporter
PF00084.20	594	509.946428	0.013821	Sushi	Sushi repeat (SCR repeat)
PF00085.20	52	40.757281	0.001104	Thioredoxin	Thioredoxin
PF00086.18	25	14.507462	0.000393	Thyroglobulin_1	Thyroglobulin type-1 repeat
PF00088.18	8	4.651162	0.000126	Trefoil	Trefoil (P-type) domain
PF00089.26	49	34.140271	0.000925	Trypsin	Trypsin
PF00090.19	284	192.10204	0.005206	TSP_1	Thrombospondin type 1 domain
PF00091.25	26	22.781725	0.000617	Tubulin	Tubulin/FtsZ family, GTPase domain
PF00092.28	216	174.885714	0.00474	VWA	von Willebrand factor type A domain
PF00093.18	90	68.245614	0.001849	VWC	von Willebrand factor type C domain
PF00094.25	187	121.645569	0.003297	VWD	von Willebrand factor type D domain
PF00095.21	21	12.365853	0.000335	WAP	WAP-type (Whey Acidic Protein) 'four-disulfide core'
PF00096.26	1424	1344.304347	0.036435	zf-C2H2	Zinc finger, C2H2 type
PF00097.25	25	14.658536	0.000397	zf-C3HC4	Zinc finger, C3HC4 type (RING finger)
PF00098.23	29	24.444444	0.000662	zf-CCHC	Zinc knuckle
PF00100.23	4	3.824218	0.000103	Zona_pellucida	Zona pellucida-like domain
PF00102.27	125	82.085106	0.002224	Y_phosphatase	Protein-tyrosine phosphatase
PF00104.30	38	26.816425	0.000726	Hormone_recep	Ligand-binding domain of nuclear hormone receptor
PF00105.18	47	34.471428	0.000934	zf-C4	Zinc finger, C4 type (two domains)
PF00106.25	51	35.394871	0.000959	adh_short	short chain dehydrogenase
PF00107.26	10	7.792307	0.000211	ADH_zinc_N	Zinc-binding dehydrogenase
PF00108.23	8	4.65	0.000126	Thiolase_N	Thiolase, N-terminal domain
PF00109.26	7	3.6166	9.8e-05	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain
PF00110.19	15	8.483766	0.000229	wnt	wnt family
PF00111.27	4	2.435897	6.6e-05	Fer2	2Fe-2S iron-sulfur cluster binding domain
PF00112.23	25	15.844036	0.000429	Peptidase_C1	Papain family cysteine protease
PF00113.22	2	1.533783	4.1e-05	Enolase_C	Enolase, C-terminal TIM barrel domain
PF00117.28	3	2.942105	7.9e-05	GATase	Glutamine amidotransferase class-I
PF00118.24	17	11.643584	0.000315	Cpn60_TCP1	TCP-1/cpn60 chaperonin family
PF00120.24	11	8.197101	0.000222	Gln-synt_C	Glutamine synthetase, catalytic domain
PF00121.18	1	0.995884	2.6e-05	TIM	Triosephosphate isomerase
PF00122.20	21	11.005524	0.000298	E1-E2_ATPase	E1-E2 ATPase
PF00125.24	105	62.190839	0.001685	Histone	Core histone H2A/H2B/H3/H4
PF00128.24	7	3.934718	0.000106	Alpha-amylase	Alpha amylase, catalytic domain
PF00129.18	9	1.625698	4.4e-05	MHC_I	Class I Histocompatibility antigen, domains alpha 1 and 2
PF00130.22	33	27.094339	0.000734	C1_1	Phorbol esters/diacylglycerol binding domain (C1 domain)
PF00132.24	17	12.583333	0.000341	Hexapep	Bacterial transferase hexapeptide (six repeats)
PF00133.22	10	4.913621	0.000133	tRNA-synt_1	tRNA synthetases class I (I, L, M and V)
PF00134.23	34	20.637795	0.000559	Cyclin_N	Cyclin, N-terminal domain
PF00135.28	16	10.05664	0.000272	COesterase	Carboxylesterase family
PF00136.21	8	3.30501	8.9e-05	DNA_pol_B	DNA polymerase family B
PF00137.21	5	4.733333	0.000128	ATP-synt_C	ATP synthase subunit C
PF00144.24	18	10.312121	0.000279	Beta-lactamase	Beta-lactamase
PF00145.17	3	1.985074	5.3e-05	DNA_methylase	C-5 cytosine-specific DNA methylase
PF00147.18	137	90.407239	0.00245	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain
PF00149.28	37	29.593137	0.000802	Metallophos	Calcineurin-like phosphoesterase
PF00150.18	1	0.939501	2.5e-05	Cellulase	Cellulase (glycosyl hydrolase family 5)
PF00151.19	6	4.541666	0.000123	Lipase	Lipase
PF00152.20	7	5.063694	0.000137	tRNA-synt_2	tRNA synthetases class II (D, K and N)
PF00153.27	133	109.010309	0.002954	Mito_carr	Mitochondrial carrier protein
PF00155.21	13	11.132231	0.000301	Aminotran_1_2	Aminotransferase class I and II
PF00156.27	7	5.144654	0.000139	Pribosyltran	Phosphoribosyl transferase domain
PF00157.17	5	4.888888	0.000132	Pou	Pou domain - N-terminal to homeobox domain
PF00159.18	2	1.285714	3.4e-05	Hormone_3	Pancreatic hormone peptide
PF00160.21	15	11.968354	0.000324	Pro_isomerase	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00162.19	2	0.915343	2.4e-05	PGK	Phosphoglycerate kinase
PF00163.19	2	0.554216	1.5e-05	Ribosomal_S4	Ribosomal protein S4/S9 N-terminal domain
PF00164.25	2	1.771929	4.8e-05	Ribosom_S12_S23	Ribosomal protein S12/S23
PF00166.21	1	0.989247	2.6e-05	Cpn10	Chaperonin 10 Kd subunit
PF00167.18	3	2	5.4e-05	FGF	Fibroblast growth factor
PF00168.30	107	83.834951	0.002272	C2	C2 domain
PF00169.29	97	73.704761	0.001997	PH	PH domain
PF00170.21	14	9.390625	0.000254	bZIP_1	bZIP transcription factor
PF00171.22	19	10.463203	0.000283	Aldedh	Aldehyde dehydrogenase family
PF00173.28	20	17.635135	0.000477	Cyt-b5	Cytochrome b5-like Heme/Steroid binding domain
PF00174.19	5	3.587209	9.7e-05	Oxidored_molyb	Oxidoreductase molybdopterin binding domain
PF00175.21	9	7.834862	0.000212	NAD_binding_1	Oxidoreductase NAD-binding domain
PF00176.23	31	17.94	0.000486	SNF2_N	SNF2 family N-terminal domain
PF00177.21	2	1.805369	4.8e-05	Ribosomal_S7	Ribosomal protein S7p/S5e
PF00178.22	15	13.617283	0.000369	Ets	Ets-domain
PF00179.26	35	28.392857	0.000769	UQ_con	Ubiquitin-conjugating enzyme
PF00180.20	7	5.295977	0.000143	Iso_dh	Isocitrate/isopropylmalate dehydrogenase
PF00181.23	3	2.298701	6.2e-05	Ribosomal_L2	Ribosomal Proteins L2, RNA binding domain
PF00183.18	5	2.903288	7.8e-05	HSP90	Hsp90 protein
PF00185.24	4	1.452229	3.9e-05	OTCace	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186.19	1	0.993788	2.6e-05	DHFR_1	Dihydrofolate reductase
PF00188.26	14	10.079365	0.000273	CAP	Cysteine-rich secretory protein family
PF00189.20	2	1.240963	3.3e-05	Ribosomal_S3_C	Ribosomal protein S3, C-terminal domain
PF00191.20	31	27.151515	0.000735	Annexin	Annexin
PF00194.21	11	6.271653	0.000169	Carb_anhydrase	Eukaryotic-type carbonic anhydrase
PF00198.23	3	2.961373	8e-05	2-oxoacid_dh	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00200.23	14	9.342105	0.000253	Disintegrin	Disintegrin
PF00201.18	15	11.148296	0.000302	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202.21	6	4.869458	0.000131	Aminotran_3	Aminotransferase class-III
PF00203.21	1	0.975308	2.6e-05	Ribosomal_S19	Ribosomal protein S19
PF00204.25	1	0.729885	1.9e-05	DNA_gyraseB	DNA gyrase B
PF00205.22	1	0.985401	2.6e-05	TPP_enzyme_M	Thiamine pyrophosphate enzyme, central domain
PF00206.20	3	1.810897	4.9e-05	Lyase_1	Lyase
PF00207.22	20	11.173913	0.000302	A2M	Alpha-2-macroglobulin family
PF00208.21	4	2.00823	5.4e-05	ELFV_dehydrog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209.18	55	28.539196	0.000773	SNF	Sodium:neurotransmitter symporter family
PF00210.24	2	1.950704	5.2e-05	Ferritin	Ferritin-like domain
PF00211.20	78	48.060109	0.001302	Guanylate_cyc	Adenylate and Guanylate cyclase catalytic domain
PF00213.18	1	0.982558	2.6e-05	OSCP	ATP synthase delta (OSCP) subunit
PF00215.24	1	1	2.7e-05	OMPdecase	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00217.19	6	5.971698	0.000161	ATP-gua_Ptrans	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00219.18	7	4.981818	0.000135	IGFBP	Insulin-like growth factor binding protein
PF00221.19	8	4.969827	0.000134	Lyase_aromatic	Aromatic amino acid lyase
PF00224.21	2	1.991379	5.3e-05	PK	Pyruvate kinase, barrel domain
PF00225.23	79	39.132132	0.00106	Kinesin	Kinesin motor domain
PF00226.31	41	32.888888	0.000891	DnaJ	DnaJ domain
PF00227.26	19	15.38421	0.000416	Proteasome	Proteasome subunit
PF00229.18	5	3.653543	9.9e-05	TNF	TNF(Tumour Necrosis Factor) family
PF00230.20	21	17.647577	0.000478	MIP	Major intrinsic protein
PF00231.19	2	1.97491	5.3e-05	ATP-synt	ATP synthase
PF00233.19	21	11.466386	0.00031	PDEase_I	3'5'-cyclic nucleotide phosphodiesterase
PF00235.19	7	6.748031	0.000182	Profilin	Profilin
PF00237.19	2	1.961165	5.3e-05	Ribosomal_L22	Ribosomal protein L22p/L17e
PF00238.19	2	1.942622	5.2e-05	Ribosomal_L14	Ribosomal protein L14p/L23e
PF00240.23	26	21.527777	0.000583	ubiquitin	Ubiquitin family
PF00241.20	11	10	0.000271	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
PF00243.18	2	1.035714	2.8e-05	NGF	Nerve growth factor family
PF00244.20	5	2.225225	6e-05	14-3-3	14-3-3 protein
PF00245.20	7	3.064903	8.3e-05	Alk_phosphatase	Alkaline phosphatase
PF00246.24	21	15.50865	0.00042	Peptidase_M14	Zinc carboxypeptidase
PF00248.21	9	7.523809	0.000203	Aldo_ket_red	Aldo/keto reductase family
PF00249.31	32	24.97826	0.000677	Myb_DNA-binding	Myb-like DNA-binding domain
PF00250.18	30	25.770114	0.000698	Forkhead	Forkhead domain
PF00252.18	2	1.924242	5.2e-05	Ribosomal_L16	Ribosomal protein L16p/L10e
PF00253.21	2	1.925925	5.2e-05	Ribosomal_S14	Ribosomal protein S14p/S29e
PF00254.28	14	11.765957	0.000318	FKBP_C	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255.19	4	2.462962	6.6e-05	GSHPx	Glutathione peroxidase
PF00258.25	7	5.447552	0.000147	Flavodoxin_1	Flavodoxin
PF00261.20	2	1.219409	3.3e-05	Tropomyosin	Tropomyosin
PF00262.18	4	2.029972	5.5e-05	Calreticulin	Calreticulin family
PF00264.20	6	3.698198	0.0001	Tyrosinase	Common central domain of tyrosinase
PF00265.18	1	0.502824	1.3e-05	TK	Thymidine kinase
PF00266.19	11	8.320754	0.000225	Aminotran_5	Aminotransferase class-V
PF00268.21	1	1	2.7e-05	Ribonuc_red_sm	Ribonucleotide reductase, small chain
PF00270.29	72	52.778409	0.00143	DEAD	DEAD/DEAH box helicase
PF00271.31	104	75.441441	0.002044	Helicase_C	Helicase conserved C-terminal domain
PF00274.19	2	1.131805	3e-05	Glycolytic	Fructose-bisphosphate aldolase class-I
PF00276.20	4	1.686046	4.5e-05	Ribosomal_L23	Ribosomal protein L23
PF00277.18	2	1.5	4e-05	SAA	Serum amyloid A protein
PF00278.22	3	2.846938	7.7e-05	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280.18	1	0.953125	2.5e-05	potato_inhibit	Potato inhibitor I family
PF00281.19	2	1.403508	3.8e-05	Ribosomal_L5	Ribosomal protein L5
PF00282.19	13	7.335999	0.000198	Pyridoxal_deC	Pyridoxal-dependent decarboxylase conserved domain
PF00285.21	4	1.986149	5.3e-05	Citrate_synt	Citrate synthase, C-terminal domain
PF00287.18	3	2.735915	7.4e-05	Na_K-ATPase	Sodium / potassium ATPase beta chain
PF00288.26	4	3.893939	0.000105	GHMP_kinases_N	GHMP kinases N terminal domain
PF00289.22	6	3.081818	8.3e-05	Biotin_carb_N	Biotin carboxylase, N-terminal domain
PF00291.25	7	5.537414	0.00015	PALP	Pyridoxal-phosphate dependent enzyme
PF00292.18	9	6.431999	0.000174	PAX	'Paired box' domain
PF00293.28	17	11.664122	0.000316	NUDIX	NUDIX domain
PF00294.24	5	3.331125	9e-05	PfkB	pfkB family carbohydrate kinase
PF00297.22	3	1.127371	3e-05	Ribosomal_L3	Ribosomal protein L3
PF00298.19	2	1.971428	5.3e-05	Ribosomal_L11	Ribosomal protein L11, RNA binding domain
PF00300.22	9	5.149484	0.000139	His_Phos_1	Histidine phosphatase superfamily (branch 1)
PF00303.19	1	0.97388	2.6e-05	Thymidylat_synt	Thymidylate synthase
PF00305.19	3	1.635014	4.4e-05	Lipoxygenase	Lipoxygenase
PF00306.27	1	1	2.7e-05	ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain
PF00307.31	43	33.211009	0.0009	CH	Calponin homology (CH) domain
PF00310.21	1	0.571428	1.5e-05	GATase_2	Glutamine amidotransferases class-II
PF00312.22	3	2.074074	5.6e-05	Ribosomal_S15	Ribosomal protein S15
PF00313.22	13	10.348484	0.00028	CSD	'Cold-shock' DNA-binding domain
PF00316.20	1	0.994708	2.6e-05	FBPase	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317.21	1	0.903614	2.4e-05	Ribonuc_red_lgN	Ribonucleotide reductase, all-alpha domain
PF00318.20	7	2.209302	5.9e-05	Ribosomal_S2	Ribosomal protein S2
PF00319.18	2	1.604166	4.3e-05	SRF-TF	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320.27	18	15.722222	0.000426	GATA	GATA zinc finger
PF00324.21	11	4.670146	0.000126	AA_permease	Amino acid permease
PF00326.21	13	8.566037	0.000232	Peptidase_S9	Prolyl oligopeptidase family
PF00327.20	3	2.137254	5.7e-05	Ribosomal_L30	Ribosomal protein L30p/L7e
PF00328.22	11	5.621409	0.000152	His_Phos_2	Histidine phosphatase superfamily (branch 2)
PF00329.19	1	0.983606	2.6e-05	Complex1_30kDa	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330.20	2	1.600867	4.3e-05	Aconitase	Aconitase family (aconitate hydratase)
PF00333.20	2	2	5.4e-05	Ribosomal_S5	Ribosomal protein S5, N-terminal domain
PF00334.19	13	10.14074	0.000274	NDK	Nucleoside diphosphate kinase
PF00335.20	28	24.61572	0.000667	Tetraspanin	Tetraspanin family
PF00337.22	2	1.925373	5.2e-05	Gal-bind_lectin	Galactoside-binding lectin
PF00338.22	3	2.969387	8e-05	Ribosomal_S10	Ribosomal protein S10p/S20e
PF00339.29	13	7.876712	0.000213	Arrestin_N	Arrestin (or S-antigen), N-terminal domain
PF00341.17	4	1.57317	4.2e-05	PDGF	PDGF/VEGF domain
PF00342.19	2	0.851851	2.3e-05	PGI	Phosphoglucose isomerase
PF00343.20	1	1	2.7e-05	Phosphorylase	Carbohydrate phosphorylase
PF00344.20	1	0.996732	2.7e-05	SecY	SecY translocase
PF00346.19	2	1.963099	5.3e-05	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347.23	2	2	5.4e-05	Ribosomal_L6	Ribosomal protein L6
PF00348.17	4	3.515625	9.5e-05	polyprenyl_synt	Polyprenyl synthetase
PF00349.21	2	1.718592	4.6e-05	Hexokinase_1	Hexokinase
PF00350.23	13	8.416666	0.000228	Dynamin_N	Dynamin family
PF00351.21	4	2.951661	8e-05	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
PF00352.21	4	3.894117	0.000105	TBP	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00354.17	5	3.551546	9.6e-05	Pentaxin	Pentaxin family
PF00355.26	7	4.898876	0.000132	Rieske	Rieske [2Fe-2S] domain
PF00361.20	1	0.419795	1.1e-05	Proton_antipo_M	Proton-conducting membrane transporter
PF00362.18	1	0.995967	2.6e-05	Integrin_beta	Integrin beta chain VWA domain
PF00364.22	8	6.205479	0.000168	Biotin_lipoyl	Biotin-requiring enzyme
PF00365.20	2	1.978873	5.3e-05	PFK	Phosphofructokinase
PF00366.20	2	1.941176	5.2e-05	Ribosomal_S17	Ribosomal protein S17
PF00368.18	1	0.997275	2.7e-05	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase
PF00370.21	5	2.942857	7.9e-05	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain
PF00373.18	27	21.118644	0.000572	FERM_M	FERM central domain
PF00375.18	4	2.771794	7.5e-05	SDF	Sodium:dicarboxylate symporter family
PF00378.20	10	7.952191	0.000215	ECH_1	Enoyl-CoA hydratase/isomerase
PF00380.19	2	2	5.4e-05	Ribosomal_S9	Ribosomal protein S9/S16
PF00382.19	6	5.788732	0.000156	TFIIB	Transcription factor TFIIB repeat
PF00383.23	5	4.693069	0.000127	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384.22	1	0.997685	2.7e-05	Molybdopterin	Molybdopterin oxidoreductase
PF00385.24	15	12.444444	0.000337	Chromo	Chromo (CHRromatin Organisation MOdifier) domain
PF00386.21	3	3	8.1e-05	C1q	C1q domain
PF00387.19	9	5.208695	0.000141	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388.19	11	6.068965	0.000164	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain
PF00390.19	3	2.994505	8.1e-05	malic	Malic enzyme, N-terminal domain
PF00393.19	1	1	2.7e-05	6PGD	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394.22	6	4.081761	0.00011	Cu-oxidase	Multicopper oxidase
PF00396.18	22	14.214285	0.000385	Granulin	Granulin
PF00397.26	40	35.741935	0.000968	WW	WW domain
PF00398.20	3	2.279245	6.1e-05	RrnaAD	Ribosomal RNA adenine dimethylase
PF00400.32	1308	976.342105	0.026462	WD40	WD domain, G-beta repeat
PF00402.18	15	12.76	0.000345	Calponin	Calponin family repeat
PF00403.26	11	9.403225	0.000254	HMA	Heavy-metal-associated domain
PF00405.17	2	1.899696	5.1e-05	Transferrin	Transferrin
PF00406.22	20	13.615894	0.000369	ADK	Adenylate kinase
PF00408.20	2	1.202702	3.2e-05	PGM_PMM_IV	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410.19	1	0.984251	2.6e-05	Ribosomal_S8	Ribosomal protein S8
PF00411.19	2	1.990909	5.3e-05	Ribosomal_S11	Ribosomal protein S11
PF00412.22	58	51.103448	0.001385	LIM	LIM domain
PF00413.24	5	3.765822	0.000102	Peptidase_M10	Matrixin
PF00415.18	87	74.679999	0.002024	RCC1	Regulator of chromosome condensation (RCC1) repeat
PF00416.22	1	0.984375	2.6e-05	Ribosomal_S13	Ribosomal protein S13/S18
PF00418.19	19	15.129032	0.00041	Tubulin-binding	Tau and MAP protein, tubulin-binding repeat
PF00420.24	1	0.95238	2.5e-05	Oxidored_q2	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00428.19	4	3.136363	8.5e-05	Ribosomal_60s	60s Acidic ribosomal protein
PF00431.20	222	170.536363	0.004622	CUB	CUB domain
PF00432.21	19	15.568181	0.000421	Prenyltrans	Prenyltransferase and squalene oxidase repeat
PF00433.24	6	5.956521	0.000161	Pkinase_C	Protein kinase C terminal domain
PF00435.21	274	216.47619	0.005867	Spectrin	Spectrin repeat
PF00436.25	2	0.673076	1.8e-05	SSB	Single-strand binding protein family
PF00438.20	2	1.979797	5.3e-05	S-AdoMet_synt_N	S-adenosylmethionine synthetase, N-terminal domain
PF00439.25	32	27.428571	0.000743	Bromodomain	Bromodomain
PF00441.24	13	9.92	0.000268	Acyl-CoA_dh_1	Acyl-CoA dehydrogenase, C-terminal domain
PF00443.29	47	26.968871	0.00073	UCH	Ubiquitin carboxyl-terminal hydrolase
PF00444.18	1	0.947368	2.5e-05	Ribosomal_L36	Ribosomal protein L36
PF00445.18	1	1	2.7e-05	Ribonuclease_T2	Ribonuclease T2 family
PF00447.17	4	3.927083	0.000106	HSF_DNA-bind	HSF-type DNA-binding
PF00448.22	2	1.984693	5.3e-05	SRP54	SRP54-type protein, GTPase domain
PF00449.20	1	0.991735	2.6e-05	Urease_alpha	Urease alpha-subunit, N-terminal domain
PF00450.22	4	3.832935	0.000103	Peptidase_S10	Serine carboxypeptidase
PF00452.19	13	11.070707	0.0003	Bcl-2	Apoptosis regulator proteins, Bcl-2 family
PF00453.18	1	0.962616	2.6e-05	Ribosomal_L20	Ribosomal protein L20
PF00454.27	20	10.72	0.00029	PI3_PI4_kinase	Phosphatidylinositol 3- and 4-kinase
PF00456.21	1	0.790419	2.1e-05	Transketolase_N	Transketolase, thiamine diphosphate binding domain
PF00458.20	7	5.81132	0.000157	WHEP-TRS	WHEP-TRS domain
PF00459.25	5	3.86397	0.000104	Inositol_P	Inositol monophosphatase family
PF00462.24	14	10.766666	0.000291	Glutaredoxin	Glutaredoxin
PF00464.19	2	1.834586	4.9e-05	SHMT	Serine hydroxymethyltransferase
PF00465.19	1	0.90934	2.4e-05	Fe-ADH	Iron-containing alcohol dehydrogenase
PF00466.20	3	2.17	5.8e-05	Ribosomal_L10	Ribosomal protein L10
PF00467.29	11	7.09375	0.000192	KOW	KOW motif
PF00468.17	1	0.90909	2.4e-05	Ribosomal_L34	Ribosomal protein L34
PF00472.20	3	1.775862	4.8e-05	RF-1	RF-1 domain
PF00474.17	30	17.189655	0.000465	SSF	Sodium:solute symporter family
PF00476.20	4	2.962765	8e-05	DNA_pol_A	DNA polymerase family A
PF00478.25	2	1.973913	5.3e-05	IMPDH	IMP dehydrogenase / GMP reductase domain
PF00479.22	2	1.99435	5.4e-05	G6PD_N	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00481.21	20	12.910852	0.000349	PP2C	Protein phosphatase 2C
PF00483.23	6	3.544354	9.6e-05	NTP_transferase	Nucleotidyl transferase
PF00484.19	2	1.974358	5.3e-05	Pro_CA	Carbonic anhydrase
PF00485.18	2	1.989847	5.3e-05	PRK	Phosphoribulokinase / Uridine kinase family
PF00487.24	12	8.228346	0.000223	FA_desaturase	Fatty acid desaturase
PF00488.21	5	4.223404	0.000114	MutS_V	MutS domain V
PF00490.21	1	0.99369	2.6e-05	ALAD	Delta-aminolevulinic acid dehydratase
PF00491.21	3	1.760714	4.7e-05	Arginase	Arginase family
PF00493.23	9	7.361607	0.000199	MCM	MCM P-loop domain
PF00494.19	2	1.980988	5.3e-05	SQS_PSY	Squalene/phytoene synthase
PF00497.20	19	12.328888	0.000334	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3
PF00498.26	15	14.47826	0.000392	FHA	FHA domain
PF00501.28	45	31.735224	0.00086	AMP-binding	AMP-binding enzyme
