#contig = contig id
#window_idx = genomic window index
#nanop_meth_frequency = mean methylation frequency from Nanopore data
#wgbs_meth_frequency = mean methylation frequency from WGBS data
#
contig	window_idx	nanop_meth_frequency	wgbs_meth_frequency
ctg106_pilon	0.0	0.30216830724789473	0.30923801601894735
ctg1070_pilon	0.0	0.20297692975323148	0.20467351323149235
ctg1071_pilon	0.0	0.530051504235782	0.5459851175947867
ctg1072_pilon	0.0	0.12475324028227373	0.12931972690664248
ctg1073_pilon	0.0	0.67934082304	0.6900156778
ctg1074_pilon	0.0	0.027385124171446288	0.028799931426135485
ctg1075_pilon	0.0	0.0337355209047412	0.026331495737277076
ctg1076_pilon	0.0	0.034811697388059705	0.03234089946055437
ctg1077_pilon	0.0	0.09743667468821214	0.09261216337269526
ctg1078_pilon	0.0	0.16602833603854178	0.16657175299493396
ctg1079_pilon	0.0	0.3785513344163658	0.3846259118732451
ctg107_pilon	0.0	0.20056067130971061	0.20406312990760112
ctg1080_pilon	0.0	0.16026938691140025	0.1600871242874845
ctg1081_pilon	0.0	0.023620504837018837	0.02651245113841114
ctg1082_pilon	0.0	0.03342033496715513	0.027382473244062656
ctg1083_pilon	0.0	0.041203367538426246	0.03244456870841936
ctg1084_pilon	0.0	0.12343561441335528	0.12499333439924759
ctg1085_pilon	0.0	0.3077801751336146	0.3148502329113924
ctg1086_pilon	0.0	0.4304929826819924	0.4323453716803503
ctg1087_pilon	0.0	0.2624062986799569	0.2706700135237069
ctg1088_pilon	0.0	0.037022465799711815	0.030525179803073968
ctg1089_pilon	0.0	0.2599938619342672	0.26718525266702586
ctg108_pilon	0.0	0.16613655379116118	0.16829950943096475
ctg1090_pilon	0.0	0.03165414221955478	0.0268765119161938
ctg1091_pilon	0.0	0.033870051801719404	0.029906414614962504
ctg1092_pilon	0.0	0.03492613364549695	0.03636333819519196
ctg1093_pilon	0.0	0.20061933839698493	0.2122296916080402
ctg1094_pilon	0.0	0.3184933611749849	0.32454231102141845
ctg1095_pilon	0.0	0.08657304501264078	0.08253681971960468
ctg1096_pilon	0.0	0.6248478093688119	0.6363739563737624
ctg1097_pilon	0.0	0.21456961432160804	0.2101146898812243
ctg1098_pilon	0.0	0.11494665688830716	0.11563207434554973
ctg1099_pilon	0.0	0.2577482048572366	0.2693221915195274
ctg109_pilon	0.0	0.4343860814066712	0.4457383491183738
ctg10_pilon	0.0	0.37486396436437097	0.3836056498355727
ctg1100_pilon	0.0	0.20424793020565227	0.2059550575233409
ctg1101_pilon	0.0	0.6771255886161712	0.6958293751997443
ctg1102_pilon	0.0	0.16989765916138125	0.174115
ctg1103_pilon	0.0	0.21221001014234875	0.2160109118623962
ctg1104_pilon	0.0	0.2839385015946016	0.2836585333361988
ctg1105_pilon	0.0	0.16663856535168195	0.1517665033055324
ctg1106_pilon	0.0	0.5992199228058052	0.6281075621976503
ctg1107_pilon	0.0	0.03408353790967742	0.0306291712
ctg1108_pilon	0.0	0.20990113520875195	0.22425992728287564
ctg1109_pilon	0.0	0.21435468348214284	0.21499533120535713
ctg110_pilon	0.0	0.19830516845377022	0.1993419744877693
ctg1110_pilon	0.0	0.20407546917014757	0.19743767502088555
ctg1111_pilon	0.0	0.03197944401260504	0.031573313879551826
ctg1112_pilon	0.0	0.472998478768552	0.4673599444043321
ctg1113_pilon	0.0	0.12724334412813895	0.1302116241023234
ctg1114_pilon	0.0	0.6012261186404294	0.6105442544543829
ctg1115_pilon	0.0	0.028550085055817947	0.02661608681837699
ctg1116_pilon	0.0	0.09580376035102559	0.09281147322901247
ctg1117_pilon	0.0	0.40424693283751967	0.40283528264521196
ctg1118_pilon	0.0	0.264798412555395	0.2740446356815992
ctg1119_pilon	0.0	0.2632528115179153	0.2647691021824104
ctg111_pilon	0.0	0.7041580839289403	0.7165522621462508
ctg1120_pilon	0.0	0.2619142689235779	0.2627146952499521
ctg1121_pilon	0.0	0.47577402813868613	0.47230014521897806
ctg1122_pilon	0.0	0.742006967997016	0.7625593064155166
ctg1123_pilon	0.0	0.11483068408999599	0.11311190105798848
ctg1124_pilon	0.0	0.06353537603286384	0.0648807255399061
ctg1125_pilon	0.0	0.24509068731142858	0.2493663611142857
ctg1126_pilon	0.0	0.03682672928039703	0.026221323031806902
ctg1127_pilon	0.0	0.2285109691687567	0.2292194027110952
ctg1128_pilon	0.0	0.03468650180389553	0.029603397275343075
ctg1129_pilon	0.0	0.11701589673975765	0.11885879549913445
ctg112_pilon	0.0	0.2969994639571335	0.2973105362907341
ctg1130_pilon	0.0	0.1770884325520231	0.17619702318497107
ctg1131_pilon	0.0	0.18666198279869828	0.19269354148303117
ctg1132_pilon	0.0	0.6265883135977337	0.6435322774585188
ctg1133_pilon	0.0	0.26311998783359497	0.26325922068288854
ctg1134_pilon	0.0	0.34242819374469285	0.3495348634871214
ctg1135_pilon	0.0	0.33740284836493545	0.33583623652102224
ctg1136_pilon	0.0	0.4596270565441177	0.48070312311764707
ctg1137_pilon	0.0	0.4978386125750901	0.5020233885462555
ctg1138_pilon	0.0	0.03143046766623207	0.026167243494132988
ctg1139_pilon	0.0	0.043174337683147816	0.04029588371731815
ctg113_pilon	0.0	0.3312528047774436	0.3317208091879699
ctg1140_pilon	0.0	0.5569816268439407	0.5691049605143853
ctg1141_pilon	0.0	0.03330612980547242	0.02804474760581445
ctg1142_pilon	0.0	0.3617517455264969	0.371965368547832
ctg1143_pilon	0.0	0.12380221511633109	0.11794025642058166
ctg1144_pilon	0.0	0.5623346538867925	0.5686988795849057
ctg1145_pilon	0.0	0.0830841321672102	0.07922709430773792
ctg1146_pilon	0.0	0.3290942995913118	0.339943400211489
ctg1147_pilon	0.0	0.0922613955296358	0.09658754734587004
ctg1148_pilon	0.0	0.06760543455615942	0.06786773369565217
ctg1149_pilon	0.0	0.21163456587369017	0.2093963997734353
ctg114_pilon	0.0	0.3199914979663387	0.32588026183842567
ctg1150_pilon	0.0	0.4675632417178176	0.47657970230179025
ctg1151_pilon	0.0	0.3034385494107744	0.30910713251964084
ctg1152_pilon	0.0	0.03254249588341618	0.026733092182557615
ctg1153_pilon	0.0	0.10373770617587827	0.10628806153501902
ctg1154_pilon	0.0	0.5013134532697066	0.5181779933545423
ctg1155_pilon	0.0	0.10418961026813552	0.10683101205570569
ctg1156_pilon	0.0	0.3689530735986757	0.38439677087951635
ctg1157_pilon	0.0	0.13506137706043955	0.12799135435635794
ctg1158_pilon	0.0	0.39529239281498585	0.40000065293815756
ctg1159_pilon	0.0	0.07004045282778865	0.0690124883235486
ctg115_pilon	0.0	0.43160469412875213	0.4372174013498207
ctg115_pilon	1.0	0.09768231532329666	0.09677172749790904
ctg1160_pilon	0.0	0.2708568208847299	0.2798387035304126
ctg1161_pilon	0.0	0.14883100107123728	0.15054765013390464
ctg1162_pilon	0.0	0.3817453048112404	0.37662302035197276
ctg1163_pilon	0.0	0.022593689273014618	0.026385310549190043
ctg1164_pilon	0.0	0.42124593319941567	0.43365637205989777
ctg1165_pilon	0.0	0.09363603989744664	0.08705092281289242
ctg1166_pilon	0.0	0.51011378700223	0.47508040965275566
ctg1167_pilon	0.0	0.10392479925038245	0.10118768465068843
ctg1168_pilon	0.0	0.31114882538927335	0.3157216840397924
ctg1169_pilon	0.0	0.3032469035135135	0.3089429699324324
ctg116_pilon	0.0	0.24204966978360754	0.24446780781013785
ctg1170_pilon	0.0	0.48531525798086445	0.5092251359617288
ctg1172_pilon	0.0	0.2155228315777911	0.21977047667265828
ctg1173_pilon	0.0	0.41922291909785375	0.430053225209167
ctg1174_pilon	0.0	0.116238251638136	0.10149885656205421
ctg1175_pilon	0.0	0.38836336073521577	0.39222604606641803
ctg1176_pilon	0.0	0.10582754982214844	0.10069399122599004
ctg1177_pilon	0.0	0.22791116010585513	0.22897651630830299
ctg1178_pilon	0.0	0.22937760877968877	0.23567634173628174
ctg1179_pilon	0.0	0.3575262741608146	0.36721696763693823
ctg117_pilon	0.0	0.0778531120281331	0.07458488885164315
ctg1180_pilon	0.0	0.0428045858260631	0.02693216892729767
ctg1181_pilon	0.0	0.20920055131975868	0.21408099962292607
ctg1182_pilon	0.0	0.2970137366176471	0.31383083870588235
ctg1183_pilon	0.0	0.3986305178697806	0.4084215381776362
ctg1184_pilon	0.0	0.036085493338278936	0.027799161782063965
ctg1185_pilon	0.0	0.03636309132389301	0.030373714992133063
ctg1186_pilon	0.0	0.4481420690163072	0.4522022753813782
ctg1187_pilon	0.0	0.03918724066646097	0.027596361030546128
ctg1188_pilon	0.0	0.3758606982084383	0.37520218239924435
ctg1189_pilon	0.0	0.029512773774071868	0.025940693825689896
ctg118_pilon	0.0	0.2283148804010113	0.23140147413722875
ctg1190_pilon	0.0	0.7698944674916107	0.7911193087248323
ctg1191_pilon	0.0	0.31418399669491526	0.30941299002824857
ctg1192_pilon	0.0	0.43329171363004176	0.4430288997566064
ctg1193_pilon	0.0	0.42250962044221946	0.4317834447642887
ctg1194_pilon	0.0	0.36941312453483843	0.37689099758660954
ctg1195_pilon	0.0	0.07314906641844823	0.07229588683641604
ctg1196_pilon	0.0	0.5972057017902813	0.5919052951918158
ctg1197_pilon	0.0	0.49769439943256216	0.5090984533828024
ctg1198_pilon	0.0	0.05348445244916821	0.0557346997689464
ctg1199_pilon	0.0	0.1842092155207394	0.19134406999549144
ctg119_pilon	0.0	0.19396179014270692	0.19737761595238096
ctg119_pilon	1.0	0.6734216277738516	0.688358276442874
ctg11_pilon	0.0	0.14606037378675807	0.14581021964820493
ctg11_pilon	1.0	0.27861057745624906	0.2848552088222085
ctg1200_pilon	0.0	0.15628851490963167	0.15423868767330132
ctg1201_pilon	0.0	0.28436588198489965	0.2848861454023445
ctg1202_pilon	0.0	0.18762927376154157	0.18151634026495383
ctg1203_pilon	0.0	0.06483751825037037	0.06884797998518519
ctg1204_pilon	0.0	0.030976947133350398	0.02912325712823138
ctg1205_pilon	0.0	0.10548305527237974	0.09881156546670915
ctg1206_pilon	0.0	0.3565000053727988	0.3641910740726864
ctg1207_pilon	0.0	0.0336858592	0.02792269219310345
ctg1208_pilon	0.0	0.31188474810209066	0.32316937173499866
ctg1209_pilon	0.0	0.1382643711661683	0.14097521853908587
ctg120_pilon	0.0	0.2048798789998188	0.21069850349097058
ctg1210_pilon	0.0	0.030404778197932053	0.025581452880354506
ctg1211_pilon	0.0	0.2478444656982193	0.2599429131833802
ctg1212_pilon	0.0	0.02979520335063587	0.02683442302102258
ctg1213_pilon	0.0	0.22133878282485878	0.2252795086252354
ctg1214_pilon	0.0	0.4889039808731809	0.4986697033783784
ctg1215_pilon	0.0	0.04739934487113402	0.04636515592783505
ctg1216_pilon	0.0	0.26181614583451807	0.2731980798407734
ctg1217_pilon	0.0	0.5460636015419194	0.5536822513200143
ctg1218_pilon	0.0	0.23259242411080713	0.2229291337893297
ctg1219_pilon	0.0	0.042049818016204915	0.032355795086251964
ctg121_pilon	0.0	0.18371972567343867	0.18640517345957697
ctg1220_pilon	0.0	0.062002407719182605	0.05903054347835641
ctg1221_pilon	0.0	0.03521164349555207	0.028959134000523287
ctg1222_pilon	0.0	0.5034796156377171	0.517402114540943
ctg1223_pilon	0.0	0.5057008461394478	0.5166399357042583
ctg1224_pilon	0.0	0.34793382852781546	0.3542753822930801
ctg1225_pilon	0.0	0.15878137358464126	0.15412046982903588
ctg1226_pilon	0.0	0.29058181559503665	0.2925870137901861
ctg1227_pilon	0.0	0.0755379583858945	0.07407758038990826
ctg1228_pilon	0.0	0.23754494024515393	0.23521055960661344
ctg1229_pilon	0.0	0.2669486777146913	0.2677079533711852
ctg122_pilon	0.0	0.16592113273521703	0.16494527660937955
ctg1230_pilon	0.0	0.3420842115629843	0.3430391067367722
ctg1231_pilon	0.0	0.16357500631248215	0.16088352342187948
ctg1232_pilon	0.0	0.05167628692247456	0.0545709885669538
ctg1233_pilon	0.0	0.03752699695364239	0.028000263103122047
ctg1234_pilon	0.0	0.03534896668433607	0.028949594407633186
ctg1235_pilon	0.0	0.5163329736641222	0.5044575043749999
ctg1236_pilon	0.0	0.10063998634413965	0.09948632528428927
ctg1237_pilon	0.0	0.12731619722844345	0.13262637357222845
ctg1238_pilon	0.0	0.04903960485505539	0.05373240018854584
ctg1239_pilon	0.0	0.46126912539255277	0.45948237200538355
ctg123_pilon	0.0	0.1986460853580083	0.20079445728523412
ctg1240_pilon	0.0	0.3258815239516656	0.33516639653821034
ctg1241_pilon	0.0	0.35677721386782235	0.355309937432286
ctg1242_pilon	0.0	0.15772185284441617	0.15678599433662108
ctg1243_pilon	0.0	0.0975613108050395	0.09183979701046338
ctg1244_pilon	0.0	0.5639612843821511	0.5830782784897025
ctg1245_pilon	0.0	0.10942532508732394	0.1124503067887324
ctg1246_pilon	0.0	0.03143901383512545	0.028834529032258065
ctg1247_pilon	0.0	0.3505409443474647	0.3588407331670823
ctg1248_pilon	0.0	0.03683847412574372	0.032306988597815466
ctg1249_pilon	0.0	0.16396640210135968	0.16288333409147096
ctg124_pilon	0.0	0.235310601875237	0.23997196346226773
ctg1250_pilon	0.0	0.1657718798231765	0.17611934701610357
ctg1251_pilon	0.0	0.03365264296205296	0.03263689450450451
ctg1252_pilon	0.0	0.10889790852971312	0.10593871314036885
ctg1253_pilon	0.0	0.10422978108987394	0.10533562179747864
ctg1254_pilon	0.0	0.030832029757207894	0.02750120817255582
ctg1255_pilon	0.0	0.025170688664565687	0.026712272857987
ctg1256_pilon	0.0	0.03743134134744947	0.030814836509464226
ctg1257_pilon	0.0	0.3315700307058823	0.3463799552941177
ctg1258_pilon	0.0	0.036500671453435114	0.03143714292519084
ctg1259_pilon	0.0	0.537683349845321	0.5513230296983759
ctg125_pilon	0.0	0.03632569166666667	0.029291926741874835
ctg1260_pilon	0.0	0.034087768225918226	0.0269975413028413
ctg1261_pilon	0.0	0.030217243083774006	0.027326114639576956
ctg1262_pilon	0.0	0.093561674194988	0.0898059230003433
ctg1263_pilon	0.0	0.31472883947474745	0.3197023636363636
ctg1264_pilon	0.0	0.033581462644686075	0.027804345106980006
ctg1265_pilon	0.0	0.14150292463616826	0.13803947129260055
ctg1266_pilon	0.0	0.026054966198083066	0.02596926699434751
ctg1267_pilon	0.0	0.3064387372508591	0.31101296105383736
ctg1268_pilon	0.0	0.024628112613705275	0.028509882615726703
ctg1269_pilon	0.0	0.1913083400251527	0.19652980905497663
ctg126_pilon	0.0	0.24510143844690163	0.25081924132609207
ctg126_pilon	1.0	0.09286242821811785	0.0881787357291117
ctg1270_pilon	0.0	0.031553462047244095	0.02733246296062992
ctg1271_pilon	0.0	0.32377858241771296	0.32635704879538513
ctg1272_pilon	0.0	0.07824888020257827	0.07700915768876611
ctg1273_pilon	0.0	0.3216322047232219	0.3196782403427592
ctg1274_pilon	0.0	0.02260109822825587	0.02647095708697653
ctg1275_pilon	0.0	0.42296572824307305	0.42374804924433246
ctg1276_pilon	0.0	0.481497402615193	0.49307031873391444
ctg1277_pilon	0.0	0.4191703390259509	0.42522558126555277
ctg1278_pilon	0.0	0.5754412970930233	0.5861106475968992
ctg1279_pilon	0.0	0.07999108582444626	0.07671523322395406
ctg127_pilon	0.0	0.19003897849093265	0.18995621680339667
ctg1280_pilon	0.0	0.1392344857338381	0.12034529006988934
ctg1281_pilon	0.0	0.026786119138795986	0.02908808801560758
ctg1282_pilon	0.0	0.11754162692426585	0.12034918830499743
ctg1283_pilon	0.0	0.4115035962123746	0.42667370890746936
ctg1284_pilon	0.0	0.3984137300040933	0.39693594564060586
ctg1285_pilon	0.0	0.20461219657474602	0.21212125994194483
ctg1286_pilon	0.0	0.23311778078187798	0.23306987088052614
ctg1287_pilon	0.0	0.1627059878339159	0.16757878187056457
ctg1288_pilon	0.0	0.15716745883204813	0.16281929379349258
ctg1289_pilon	0.0	0.44452221892811566	0.44756785929391746
ctg128_pilon	0.0	0.18809040240902572	0.19337028522825095
ctg1290_pilon	0.0	0.1822560884008152	0.18086778614130433
ctg1291_pilon	0.0	0.36897815044468546	0.3641315031344903
ctg1292_pilon	0.0	0.11819956748241053	0.11875533655552158
ctg1293_pilon	0.0	0.1733811074161378	0.17224766140344516
ctg1294_pilon	0.0	0.6392896868192919	0.6620955947191698
ctg1295_pilon	0.0	0.46126509581335057	0.4741423116331821
ctg1296_pilon	0.0	0.029756519614788576	0.026920953973876467
ctg1297_pilon	0.0	0.03484403181687302	0.027253853584797007
ctg1298_pilon	0.0	0.3735929696697588	0.3652987883413729
ctg1299_pilon	0.0	0.15735026862002743	0.15961340477366256
ctg129_pilon	0.0	0.061549355237493227	0.06151721574860032
ctg12_pilon	0.0	0.31749176428013004	0.32232674230341934
ctg12_pilon	1.0	0.18566682609467458	0.18259663310411
ctg1300_pilon	0.0	0.22889673077531644	0.23636297662183542
ctg1301_pilon	0.0	0.3858008476700434	0.3754270080463097
ctg1302_pilon	0.0	0.2009776928271335	0.20672993619256017
ctg1303_pilon	0.0	0.1518538760707635	0.15194655982309124
ctg1304_pilon	0.0	0.31635061732921654	0.32790996429949826
ctg1305_pilon	0.0	0.03911232864012739	0.02917763130254777
ctg1306_pilon	0.0	0.42150956050458716	0.4021168783944954
ctg1307_pilon	0.0	0.313086476312307	0.3129673547419497
ctg1308_pilon	0.0	0.1410306523634357	0.14412257498620562
ctg1309_pilon	0.0	0.07915903798308017	0.06591378238800231
ctg130_pilon	0.0	0.20693531990115066	0.20700275729399953
ctg1310_pilon	0.0	0.3978858930716724	0.40548335064846414
ctg1311_pilon	0.0	0.0988275621443299	0.09727510115463917
ctg1312_pilon	0.0	0.034801059176233634	0.029034639979859014
ctg1313_pilon	0.0	0.034727682996559275	0.030265096684391615
ctg1314_pilon	0.0	0.1407276515339599	0.1403103750487675
ctg1315_pilon	0.0	0.17125690844621513	0.1648596403187251
ctg1316_pilon	0.0	0.04176983505076691	0.029653438874486928
ctg1317_pilon	0.0	0.3968135807842574	0.3992524587647228
ctg1318_pilon	0.0	0.2637317213539074	0.2686134856943753
ctg1319_pilon	0.0	0.21603887085224777	0.21728462994142628
ctg131_pilon	0.0	0.21104323978100836	0.21254143525518096
ctg1320_pilon	0.0	0.050018693831873906	0.036717104483362524
ctg1321_pilon	0.0	0.2366075598208361	0.23277203938287988
ctg1322_pilon	0.0	0.0337582311056683	0.030548744261721484
ctg1323_pilon	0.0	0.028090023711961436	0.028162552094004218
ctg1324_pilon	0.0	0.20565852432384968	0.20582033129610117
ctg1325_pilon	0.0	0.1624628061940435	0.15461956080760095
ctg1326_pilon	0.0	0.2201635073799314	0.21541662705831904
ctg1327_pilon	0.0	0.1541778496704628	0.15272926888296584
ctg1328_pilon	0.0	0.3479767661055505	0.3491644776615105
ctg1329_pilon	0.0	0.3831021867142857	0.3846983170357143
ctg132_pilon	0.0	0.2638023021096721	0.2653439594454723
ctg1330_pilon	0.0	0.05661242192594125	0.04735995194662805
ctg1331_pilon	0.0	0.25981383832614946	0.25618758699712646
ctg1332_pilon	0.0	0.10837277039735099	0.10835123731788078
ctg1333_pilon	0.0	0.03273553454995361	0.02739565424373647
ctg1334_pilon	0.0	0.12841275512746114	0.11950629063212435
ctg1335_pilon	0.0	0.2680808547098002	0.2641717939581351
ctg1336_pilon	0.0	0.06622219300982993	0.06627703857075987
ctg1337_pilon	0.0	0.44802435001221	0.4554922212698413
ctg1338_pilon	0.0	0.273546056625	0.2724518102477679
ctg1339_pilon	0.0	0.17677889608576644	0.1771611725060827
ctg133_pilon	0.0	0.33703412900249374	0.3415248513383209
ctg1340_pilon	0.0	0.1404178677093741	0.1303791531707317
ctg1341_pilon	0.0	0.030441425016458197	0.028297919387755104
ctg1342_pilon	0.0	0.303941790958683	0.30123079012265974
ctg1343_pilon	0.0	0.2313588190905911	0.23743217298356067
ctg1344_pilon	0.0	0.09007091468675996	0.09117394966630786
ctg1345_pilon	0.0	0.7387821021297672	0.7573361376374443
ctg1346_pilon	0.0	0.5961727633445947	0.6109276778153153
ctg1347_pilon	0.0	0.23009222214508854	0.23160745216938564
ctg1348_pilon	0.0	0.3366150844281609	0.34525727764367814
ctg1349_pilon	0.0	0.14909931186581976	0.1444524597856292
ctg134_pilon	0.0	0.22397464418301868	0.22299115511950154
ctg1350_pilon	0.0	0.07094185122065727	0.06660838833513905
ctg1351_pilon	0.0	0.18587976365435355	0.18257353627968337
ctg1352_pilon	0.0	0.04029447245171462	0.036010648600709495
ctg1353_pilon	0.0	0.03581534480301474	0.026279212367249057
ctg1354_pilon	0.0	0.06785966063561863	0.06408946703977614
ctg1355_pilon	0.0	0.15608651628153486	0.15344621636633454
ctg1356_pilon	0.0	0.2264147823377576	0.2323708392001397
ctg1357_pilon	0.0	0.1964578524852845	0.19508584943427076
ctg1358_pilon	0.0	0.11011070817264575	0.10388765510599265
ctg1359_pilon	0.0	0.33289713226791656	0.3418070804505594
ctg135_pilon	0.0	0.21237713826586022	0.2139758276541343
ctg1360_pilon	0.0	0.11378962407516148	0.10671126180270113
ctg1361_pilon	0.0	0.24597785153449386	0.2433670890070922
ctg1362_pilon	0.0	0.2715282226995614	0.27354341666666665
ctg1363_pilon	0.0	0.045981051215917466	0.04546003448784083
ctg1364_pilon	0.0	0.2643490375622844	0.26656011950939057
ctg1365_pilon	0.0	0.21171401908167103	0.21381531950319912
ctg1366_pilon	0.0	0.15865790091221046	0.15512103491564197
ctg1367_pilon	0.0	0.11151260739460035	0.11657805789333689
ctg1368_pilon	0.0	0.045861410665499126	0.030211671541155866
ctg1369_pilon	0.0	0.46936105731092437	0.481748713837535
ctg136_pilon	0.0	0.09989488719047619	0.0989676084107143
ctg1370_pilon	0.0	0.040937474684041415	0.03321159239557301
ctg1371_pilon	0.0	0.06202542635307139	0.060941655672385166
ctg1372_pilon	0.0	0.14009653617843346	0.136392038742536
ctg1373_pilon	0.0	0.049757552181562276	0.05001055376495426
ctg1374_pilon	0.0	0.24353814694798573	0.24492117465323815
ctg1375_pilon	0.0	0.029243911568689093	0.028166149701351773
ctg1376_pilon	0.0	0.15991092799078183	0.1663933559064527
ctg1377_pilon	0.0	0.15611849889162563	0.1591602947454844
ctg1378_pilon	0.0	0.3577346520333681	0.37239434681960376
ctg1379_pilon	0.0	0.03670830458220047	0.02801581329164401
ctg137_pilon	0.0	0.04360913707456601	0.03940127050762757
ctg1380_pilon	0.0	0.027269023892362056	0.026345709026909487
ctg1381_pilon	0.0	0.21856370231233244	0.2234685225536193
ctg1382_pilon	0.0	0.03355697607965861	0.02758808881934566
ctg1383_pilon	0.0	0.028815618602913706	0.028373862719462083
ctg1384_pilon	0.0	0.09684383990350151	0.10146042737799835
ctg1385_pilon	0.0	0.03543464022234273	0.026867094487527114
ctg1386_pilon	0.0	0.42165200818965515	0.4222164365421456
